ind,key,docs,class,classification,category_map,real_cat,label,scores,real_final,pred_final
1080,SmsManager_sendTextMessage," send a text based sms .  manages sms operations such as sending data, text, and pdu sms messages  get this object by calling the static method get default  to create an instance of sms manager associated with a specific subscription i d, call get sms manager for subscription id  this is typically used for devices that support multiple active subscriptions at once",SmsManager,sink,text message,system settings,text message,0.4016534984111786,system settings,text message
1089,WifiP2pManager_connect," start a p2p connection to a device with the specified configuration .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.34393778443336487,network,network
1093,AudioRecord_setPositionNotificationPeriod," sets the period at which the listener is called, if set with  set record position update listener or  set record position update listener .  the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",AudioRecord,sink,audio,audio,audio information,0.3887718915939331,audio,audio
1094,SQLiteDatabase_setVersion, sets the database version .  exposes methods to manage a s q lite database,SQLiteDatabase,sink,no category,database,database information,0.38925808668136597,database,database
1095,GregorianCalendar_getGreatestMinimum, returns the highest minimum value for the given calendar field  of this gregorian calendar instance .  gregorian calendar is a concrete subclass of calendar and provides the standard calendar system used by most of the world,GregorianCalendar,source,calendar information,calendar information,calendar information,0.8030936121940613,calendar,calendar
1099,SQLiteDatabase_getPageSize," returns the current database page size, in bytes .  exposes methods to manage a s q lite database",SQLiteDatabase,source,database,database,database information,0.4799763560295105,database,database
1102,IsoDep_getHiLayerResponse, return the higher layer response bytes for nfc b tags .  provides access to iso dep  properties and i/ o operations on a tag,IsoDep,source,nfc information,nfc communication,nfc information,0.3906932473182678,nfc,nfc
1103,URLConnection_getHeaderFieldInt," returns the value of the named field parsed as a number .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network connection,0.29271215200424194,network,network
1109,CalendarView_setDate," sets the selected date in milliseconds since january 1, 1970 00:00:00 in  time zone get default time zone .  this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable",CalendarView,sink,no category,calendar information,calendar information,0.862795352935791,calendar,calendar
1110,MifareUltralight_getMaxTransceiveLength, return the maximum number of bytes that can be sent with transceive .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information,nfc information,network connection,0.1575738787651062,nfc,network
1116,URLConnection_getUseCaches," returns the value of this url connection's  use caches field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network information,0.17438751459121704,network,network
1120,HttpURLConnection_getResponseMessage," gets the http response message, if any, returned along with the  response code from a server .  a url connection with support for http specific features  see  the spec  for details",HttpURLConnection,source,no category,network connection,network information,0.28379306197166443,network,network
1125,DownloadManager_getRecommendedMaxBytesOverMobile," returns recommended maximum size, in bytes, of downloads that may go over a mobile  connection; or null if there's no recommended limit .  the download manager is a system service that handles long running http downloads  clients may request that a uri be downloaded to a particular destination file  the download manager will conduct the download in the background, taking care of http interactions and retrying downloads after failures or across connectivity changes and system reboots",DownloadManager,source,no category,network connection,network connection,0.22405469417572021,network,network
1128,AccountManager_setAuthToken," adds an auth token to the account manager cache for an account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,sink,user account,user account,user information,0.35101625323295593,user account,user account
1130,IsoDep_transceive, send raw iso- dep data to the tag and receive the response .  provides access to iso dep  properties and i/ o operations on a tag,IsoDep,source,nfc information,nfc information,notification,0.14114519953727722,nfc,notification
1131,URLConnection_getExpiration," returns the value of the expires header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category,network connection,network information,0.20747147500514984,network,network
1133,AudioManager_isMusicActive, checks whether any music is active .  audio manager provides access to volume and ringer mode control,AudioManager,source,no category,audio,audio information,0.5074435472488403,audio,audio
1134,CalendarView_getMaxDate," gets the maximal date supported by this calendar view in milliseconds  since january 1, 1970 00:00:00 in time zone get default time  zone .  this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable",CalendarView,source,calendar information,calendar information,calendar information,0.7704839706420898,calendar,calendar
1135,HttpURLConnection_getResponseCode, gets the status code from an http response message .  a url connection with support for http specific features  see  the spec  for details,HttpURLConnection,source,no category,network connection,network information,0.43785151839256287,network,network
1137,WifiP2pManager_cancelConnect," cancel any ongoing p2p group negotiation  the function call immediately returns after sending a connection cancellation request  to the framework .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection,network connection,network connection,0.3970603048801422,network,network
1138,DatagramSocket_setTrafficClass, sets traffic class or type-of-service octet in the ip  datagram header for datagrams sent from this datagram socket .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,sink,no category,network connection,network information,0.2841038107872009,network,network
1140,BluetoothHeadset_getConnectionState," get the current connection state of the profile  for apps targeting build version codes  s or or higher,  this requires the manifest permission  bluetooth  connect  permission which can be gained with  activity request permissions .  public api for controlling the bluetooth headset service  this includes both bluetooth headset and handsfree  profiles",BluetoothHeadset,source,bluetooth,bluetooth,bluetooth,0.33277276158332825,bluetooth,bluetooth
1147,AudioManager_setSpeakerphoneOn, sets the speakerphone on or off .  audio manager provides access to volume and ringer mode control,AudioManager,sink,audio,audio,audio information,0.5116963982582092,audio,audio
1148,Log_wtf, what a terrible failure: report a condition that should never happen .  api for sending log output,Log,sink,log,log,logging,0.32951778173446655,log,log
