key,docs,classification,class,category_map
AttributesImpl_getType,get type .default implementation of the attributes interface,source,AttributesImpl,no category
ValueAnimator_getRepeatMode,get repeat mode .this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,source,ValueAnimator,no category
AccountManager_editProperties,"edit properties .this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
Manifest_write,"write .the manifest class is used to maintain manifest entry names and their associated attributes  there are main manifest attributes as well as per entry attributes  for information on the manifest format, please see the  manifest format specification",sink,Manifest,no category
KeyStore_setEntry,set entry .this class represents a storage facility for cryptographic keys and certificates,sink,KeyStore,no category
WebSettings_setSerifFontFamily,"set serif font family .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
ImageSwitcher_setImageURI,set image u r i .view switcher that switches between two image views when a new image is set on it  the views added to an image switcher must all be image views,sink,ImageSwitcher,no category
DataOutputStream_writeChar,write char .a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,sink,DataOutputStream,no category
RandomAccessFile_writeChar,"write char .instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read or write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",sink,RandomAccessFile,no category
PrintStream_write,"write .a print stream adds functionality to another output stream, namely the ability to print representations of various data values conveniently   two other features are provided as well   unlike other output streams, a print stream never throws an i o exception; instead, exceptional situations merely set an internal flag that can be tested via the check error method  optionally, a print stream can be created so as to flush automatically; this means that the flush method is automatically invoked after a byte array is written, one of the println methods is invoked, or a newline character or byte  is written",sink,PrintStream,no category
SimpleAdapter_setViewText,"set view text .an easy adapter to map static data to views defined in an xml file  you can specify the data backing the list as an array list of maps  each entry in the array list corresponds to one row in the list  the maps contain the data for each row  you also specify an xml file that defines the views used to display the row, and a mapping from keys in the map to specific views  binding data to views occurs in two phases  first, if a simple adapter view binder is available, view binder set view value is invoked  if the returned value is true, binding has occurred  if the returned value is false, the following views are then tried in order",sink,SimpleAdapter,no category
WebSettings_getMediaPlaybackRequiresUserGesture,"get media playback requires user gesture .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
TextToSpeech_getEngines,get engines .synthesizes speech from text for immediate playback or to create a sound file,source,TextToSpeech,no category
SQLiteDatabase_queryWithFactory,query with factory .exposes methods to manage a s q lite database,source,SQLiteDatabase,database
WebSettings_getDefaultTextEncodingName,"get default text encoding name .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
SurfaceView_setZOrderMediaOverlay,"set z order media overlay .provides a dedicated drawing surface embedded inside of a view hierarchy  you can control the format of this surface and, if you like, its size; the surface view takes care of placing the surface at the correct location on the scree",sink,SurfaceView,no category
DropBoxManager_isTagEnabled,"is tag enabled .enqueues chunks of data    the queue is size bounded and will drop old data if the enqueued data exceeds the maximum size   you can think of this as a persistent, system wide, blob oriented ""logcat""",source,DropBoxManager,no category
WebSettings_setFantasyFontFamily,"set fantasy font family .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
Deflater_setDictionary,set dictionary .this class provides support for general purpose compression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,sink,Deflater,no category
SQLiteCursor_setWindow,set window .a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor,sink,SQLiteCursor,no category
IsoDep_getTimeout,get timeout .provides access to iso dep  properties and input or output operations on a tag,source,IsoDep,nfc information
KeyStore_setKeyEntry,set key entry .this class represents a storage facility for cryptographic keys and certificates,sink,KeyStore,no category
Socket_getOutputStream,get output stream .this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
ObjectOutputStream_writeBytes,"write bytes .an object output stream writes primitive data types and graphs of java objects to an output stream   the objects can be read  using an object input stream   persistent storage of objects can be accomplished by using a file for the stream   if the stream is a network socket stream, the objects can be reconstituted on another host or in another process",sink,ObjectOutputStream,no category
DataOutputStream_writeFloat,write float .a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,sink,DataOutputStream,no category
ColorMatrix_setSaturation,"set saturation .4x5 matrix for transforming the color and alpha components of a bitmap  the matrix can be passed as single array, and is treated as follows",sink,ColorMatrix,no category
PresetReverb_getPreset,"get preset .a sound generated within a room travels in many directions  the listener first hears the direct sound from the source itself  later, he or she hears discrete echoes caused by sound bouncing off nearby walls, the ceiling and the floor  as sound waves arrive after undergoing more and more reflections, individual reflections become indistinguishable and the listener hears continuous reverberation that decays over time  reverb is vital for modeling a listener's environment  it can be used in music applications to simulate music being played back in various environments, or in games to immerse the listener within the game's environment  the preset reverb class allows an application to configure the global reverb using a reverb preset  this is primarily used for adding some reverb in a music playback context  applications requiring control over a more advanced environmental reverb are advised to use the environmental reverb class",source,PresetReverb,no category
AppWidgetManager_getAppWidgetIds,get app widget ids .updates app widget state; gets information about installed app widget providers and other app widget related state,source,AppWidgetManager,no category
AccountManager_hasFeatures,"has features .this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
BluetoothHeadset_getConnectedDevices,get connected devices .public api for controlling the bluetooth headset service  this includes both bluetooth headset and handsfree  profiles,source,BluetoothHeadset,bluetooth
NotificationManager_notify,notify .class to notify the user of events that happen   this is how you tell the user that something has happened in the background,sink,NotificationManager,log
DecimalFormat_setCurrency,"set currency . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
Element_setAttribute,"set attribute .the element interface represents an element in an html or xml document  elements may have attributes associated with them; since the element interface inherits from node, the generic node interface attribute attributes may be used to retrieve the set of all attributes for an element  there are methods on the element interface to retrieve either an attr object by name or an attribute value by name  in xml, where an attribute value may contain entity references, an attr object should be retrieved to examine the possibly fairly complex sub tree representing the attribute value  on the other hand, in h t m l, where all attributes have simple string values, methods to directly access an attribute value can safely be used as a convenience",sink,Element,no category
TextToSpeech_getDefaultEngine,get default engine .synthesizes speech from text for immediate playback or to create a sound file,source,TextToSpeech,no category
Signature_toString,to string .the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data,source,Signature,no category
WallpaperManager_getInstance,"get instance .provides access to the system wallpaper  with wallpaper manager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more",source,WallpaperManager,no category
FilterOutputStream_write,"write .this class is the superclass of all classes that filter output streams  these streams sit on top of an already existing output stream  which it uses as its basic sink of data, but possibly transforming the data along the way or providing additional functionality",sink,FilterOutputStream,no category
DatagramSocket_getChannel,get channel .this class represents a socket for sending and receiving datagram packets,source,DatagramSocket,no category
URLConnection_getDefaultUseCaches,"get default use caches .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
ValueAnimator_getAnimatedFraction,get animated fraction .this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,source,ValueAnimator,no category
SQLiteDatabase_setPageSize,set page size .exposes methods to manage a s q lite database,sink,SQLiteDatabase,no category
StrictMode_setThreadPolicy,set thread policy .strict mode is a developer tool which detects things you might be doing by accident and brings them to your attention so you can fix them,sink,StrictMode,no category
ZipEntry_getSize,get size .this class is used to represent a zip file entry,source,ZipEntry,no category
PropertyValuesHolder_setIntValues,set int values .this class holds information about a property and the values that that property should take on during an animation  property values holder objects can be used to create animations with value animator or object animator that operate on several different properties in parallel,sink,PropertyValuesHolder,no category
DateFormat_getTimeZone,"get time zone . icu's replacement for date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormat,no category
Animation_getZAdjustment,"get z adjustment .abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",source,Animation,no category
NfcF_getSystemCode,get system code .provides access to nfc f  properties and input or output operations on a tag,source,NfcF,nfc information
LocationManager_getLastKnownLocation,"get last known location .this class provides access to the system location services  these services allow applications to obtain periodic updates of the device's geographical location, or to be notified when the device enters the proximity of a given geographical location",source,LocationManager,geolocation
NumberFormat_clone,"clone . icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,NumberFormat,no category
WebSettings_getSerifFontFamily,"get serif font family .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
URLSpan_getSpanTypeId,"get span type id .implementation of the clickable span that allows setting a url string  when selecting and clicking on the text to which the span is attached, the url span will try to open the url, by launching an an activity with an intent  a c t i o n_ v i e w intent",source,URLSpan,no category
Date_getTime,get time .a thin wrapper around a millisecond value that allows jdbc to identify this as an sql date value,source,Date,no category
WebSettings_setDomStorageEnabled,"set dom storage enabled .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
PKIXParameters_getCertStores,get cert stores .parameters used as input for the pkix cert path validator algorithm,source,PKIXParameters,no category
URLConnection_getHeaderFieldDate,"get header field date .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
ShapeDrawable_getIntrinsicWidth,"get intrinsic width .a drawable object that draws primitive shapes  a shape drawable takes a shape object and manages its presence on the screen  if no shape is given, then the shape drawable will default to a rect shape",source,ShapeDrawable,no category
URLConnection_setRequestProperty,"set request property .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",sink,URLConnection,no category
PaintDrawable_setCornerRadii,"set corner radii .drawable that draws its bounds in the given paint, with optional rounded corners",sink,PaintDrawable,no category
DownloadManager_getMaxBytesOverMobile,"get max bytes over mobile .the download manager is a system service that handles long running http downloads  clients may request that a uri be downloaded to a particular destination file  the download manager will conduct the download in the background, taking care of http interactions and retrying downloads after failures or across connectivity changes and system reboots",source,DownloadManager,no category
WebSettings_setBlockNetworkLoads,"set block network loads .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
ViewStub_getInflatedId,"get inflated id .a view stub is an invisible, zero sized view that can be used to lazily inflate layout resources at runtime  when a view stub is made visible, or when inflate  is invoked, the layout resource is inflated  the view stub then replaces itself in its parent with the inflated view or views  therefore, the view stub exists in the view hierarchy until set visibility or inflate is invoked  the inflated view is added to the view stub's parent with the view stub's layout parameters  similarly, you can define or override the inflate view's id by using the view stub's inflated id property  for instance",source,ViewStub,no category
SurfaceView_setSecure,"set secure .provides a dedicated drawing surface embedded inside of a view hierarchy  you can control the format of this surface and, if you like, its size; the surface view takes care of placing the surface at the correct location on the scree",sink,SurfaceView,no category
AccountManager_getAccountsByTypeAndFeatures,"get accounts by type and features .this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
AtomicInteger_getAndDecrement,"get and decrement .an int value that may be updated atomically   see the var handle specification for descriptions of the properties of atomic accesses  an atomic integer is used in applications such as atomically incremented counters, and cannot be used as a replacement for an integer  however, this class does extend number to allow uniform access by tools and utilities that deal with numerically based classes",source,AtomicInteger,no category
DataOutputStream_writeChars,write chars .a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,sink,DataOutputStream,no category
ZipOutputStream_write,write .this class implements an output stream filter for writing files in the zip file format  includes support for both compressed and uncompressed entries,sink,ZipOutputStream,no category
Properties_store,store .the properties class represents a persistent set of properties  the properties can be saved to a stream or loaded from a stream  each key and its corresponding value in the property list is a string,sink,Properties,no category
NfcAdapter_getDefaultAdapter,get default adapter .represents the local nfc adapter,source,NfcAdapter,nfc information
AlarmManager_setTime,"set time .this class provides access to the system alarm services   these allow you to schedule your application to be run at some point in the future   when an alarm goes off, the intent that had been registered for it is broadcast by the system, automatically starting the target application if it is not already running   registered alarms are retained while the device is asleep , but will be cleared if it is turned off and rebooted",sink,AlarmManager,no category
DatagramPacket_getSocketAddress,get socket address .this class represents a datagram packet,source,DatagramPacket,no category
Animation_getFillAfter,"get fill after .abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",source,Animation,no category
CharBuffer_put,put .a char buffer,sink,CharBuffer,no category
ViewStub_setVisibility,"set visibility .a view stub is an invisible, zero sized view that can be used to lazily inflate layout resources at runtime  when a view stub is made visible, or when inflate  is invoked, the layout resource is inflated  the view stub then replaces itself in its parent with the inflated view or views  therefore, the view stub exists in the view hierarchy until set visibility or inflate is invoked  the inflated view is added to the view stub's parent with the view stub's layout parameters  similarly, you can define or override the inflate view's id by using the view stub's inflated id property  for instance",sink,ViewStub,no category
Deflater_getTotalOut,get total out .this class provides support for general purpose compression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,source,Deflater,no category
AccountManager_get,"get .this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
URLConnection_getContentType,"get content type .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
Animation_getRepeatCount,"get repeat count .abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",source,Animation,no category
SQLiteCursor_setSelectionArguments,set selection arguments .a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor,sink,SQLiteCursor,no category
ValueAnimator_setValues,set values .this class provides a simple timing engine for running animations which calculate animated values and set them on target objects,sink,ValueAnimator,no category
AudioManager_setMicrophoneMute,set microphone mute .audio manager provides access to volume and ringer mode control,sink,AudioManager,audio
AudioRecord_getRecordingState,"get recording state .the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
NumberFormat_setCurrency,"set currency . icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,NumberFormat,no category
DecimalFormatSymbols_getInternationalCurrencySymbol,"get international currency symbol . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
NfcA_getMaxTransceiveLength,get max transceive length .provides access to nfc a  properties and input or output operations on a tag,source,NfcA,nfc information
BufferedWriter_write,"write .writes text to a character output stream, buffering characters so as to provide for the efficient writing of single characters, arrays, and strings",sink,BufferedWriter,no category
ColorMatrix_set,"set .4x5 matrix for transforming the color and alpha components of a bitmap  the matrix can be passed as single array, and is treated as follows",sink,ColorMatrix,no category
Animation_getStartTime,"get start time .abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",source,Animation,no category
CookieManager_getInstance,get instance .manages the cookies used by an application's web view instances,source,CookieManager,no category
AudioTrack_getPositionNotificationPeriod,"get position notification period .the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
WifiP2pManager_addLocalService,"add local service .this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
Signature_getAlgorithm,get algorithm .the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data,source,Signature,no category
BitSet_get,"get .this class implements a vector of bits that grows as needed  each component of the bit set has a boolean value  the bits of a bit set are indexed by nonnegative integers  individual indexed bits can be examined, set, or cleared  one bit set may be used to modify the contents of another bit set through logical a n d, logical inclusive o r, and logical exclusive or operations",source,BitSet,no category
ServerSocket_setReuseAddress,"set reuse address .this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",sink,ServerSocket,no category
DatagramSocket_getReuseAddress,get reuse address .this class represents a socket for sending and receiving datagram packets,source,DatagramSocket,no category
SimpleCursorAdapter_getCursorToStringConverter,"get cursor to string converter .an easy adapter to map columns from a cursor to text views or image views defined in an xml file  you can specify which columns you want, which views you want to display the columns, and the xml file that defines the appearance of these views  binding occurs in two phases  first, if a simple cursor adapter view binder is available, view binder set view value is invoked  if the returned value is true, binding has occured  if the returned value is false and the view to bind is a text view, set view text is invoked  if the returned value is false and the view to bind is an image view, set view image is invoked  if no appropriate binding can be found, an illegal state exception is thrown  if this adapter is used with filtering, for instance in an auto complete text view, you can use the simple cursor adapter cursor to string converter and the filter query provider interfaces to get control over the filtering process  you can refer to convert to string and cursor adapter run query on background thread for more information",source,SimpleCursorAdapter,no category
Reader_skip,"skip .abstract class for reading character streams   the only methods that a subclass must implement are read and close   most subclasses, however, will override some of the methods defined here in order to provide higher efficiency, additional functionality, or both",source,Reader,no category
SparseLongArray_append,"append .sparse long arrays map integers to longs   unlike a normal array of longs, there can be gaps in the indices   it is intended to be more memory efficient than using a hash map to map integers to longs, both because it avoids auto boxing keys and values and its data structure doesn't rely on an extra entry object for each mapping",sink,SparseLongArray,no category
KeyStore_getInstance,get instance .this class represents a storage facility for cryptographic keys and certificates,source,KeyStore,no category
URLConnection_getDate,"get date .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
NfcAdapter_enableForegroundDispatch,enable foreground dispatch .represents the local nfc adapter,sink,NfcAdapter,nfc communication
SurfaceView_setVisibility,"set visibility .provides a dedicated drawing surface embedded inside of a view hierarchy  you can control the format of this surface and, if you like, its size; the surface view takes care of placing the surface at the correct location on the scree",sink,SurfaceView,no category
Inflater_getAdler,get adler .this class provides support for general purpose decompression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,source,Inflater,no category
Deflater_getAdler,get adler .this class provides support for general purpose compression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,source,Deflater,no category
Animation_getFillBefore,"get fill before .abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",source,Animation,no category
URLConnection_getHeaderField,"get header field .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
ShapeDrawable_setColorFilter,"set color filter .a drawable object that draws primitive shapes  a shape drawable takes a shape object and manages its presence on the screen  if no shape is given, then the shape drawable will default to a rect shape",sink,ShapeDrawable,no category
ClassLoader_loadClass,"load class .a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",source,ClassLoader,network information
NumberFormat_getCurrency,"get currency . icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,NumberFormat,no category
ViewAnimator_getInAnimation,get in animation .base class for a frame layout container that will perform animations when switching between its views,source,ViewAnimator,no category
MediaRecorder_setOutputFile,set output file .used to record audio and video  the recording control is based on a simple state machine ,sink,MediaRecorder,files
Inflater_getBytesWritten,get bytes written .this class provides support for general purpose decompression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,source,Inflater,no category
DatagramSocket_getLocalPort,get local port .this class represents a socket for sending and receiving datagram packets,source,DatagramSocket,no category
DateFormatSymbols_getMonths,"get months . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormatSymbols,no category
Virtualizer_getRoundedStrength,"get rounded strength .an audio virtualizer is a general name for an effect to spatialize audio channels  the exact behavior of this effect is dependent on the number of audio input channels and the types and number of audio output channels of the device  for example, in the case of a stereo input and stereo headphone output, a stereo widening effect is used when this effect is turned on",source,Virtualizer,no category
SurfaceTexture_setDefaultBufferSize,set default buffer size .captures frames from an image stream as an open g l es texture,sink,SurfaceTexture,no category
LogManager_getProperty,get property .there is a single global log manager object that is used to maintain a set of shared state about loggers and log services,source,LogManager,no category
Animation_computeDurationHint,"compute duration hint .abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",source,Animation,no category
DoubleBuffer_get,get .a double buffer,source,DoubleBuffer,no category
DecimalFormatSymbols_getCurrency,"get currency . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
AssetManager_open,open .provides access to an application's raw asset files; see resources for the way most applications will want to retrieve their resource data  this class presents a lower level api that allows you to open and read raw files that have been bundled with the application as a simple stream of bytes,sink,AssetManager,no category
CalendarView_getWeekDayTextAppearance,get week day text appearance .this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,source,CalendarView,calendar information
URLConnection_getRequestProperty,"get request property .the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
AudioTrack_getAudioSessionId,"get audio session id .the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
MulticastSocket_setLoopbackMode,"set loopback mode .the multicast datagram socket class is useful for sending and receiving ip multicast packets   a multicast socket is a  datagram socket, with additional capabilities for joining ""groups"" of other multicast hosts on the internet",sink,MulticastSocket,no category
WebSettings_getBuiltInZoomControls,"get built in zoom controls .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
DateFormatSymbols_getLocalPatternChars,"get local pattern chars . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormatSymbols,no category
MediaPlayer_setWakeMode,set wake mode .media player class can be used to control playback of audio or video files and streams,sink,MediaPlayer,no category
SQLiteDatabase_getMaximumSize,get maximum size .exposes methods to manage a s q lite database,source,SQLiteDatabase,database
Handler_getFilter,"get filter .a handler object takes log messages from a logger and exports them   it might for example, write them to a console or write them to a file, or send them to a network logging service, or forward them to an os log, or whatever",source,Handler,no category
SurfaceView_getHolder,"get holder .provides a dedicated drawing surface embedded inside of a view hierarchy  you can control the format of this surface and, if you like, its size; the surface view takes care of placing the surface at the correct location on the scree",source,SurfaceView,no category
WifiP2pManager_initialize,"initialize .this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",source,WifiP2pManager,network information
WebSettings_getSaveFormData,"get save form data .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
BitSet_set,"set .this class implements a vector of bits that grows as needed  each component of the bit set has a boolean value  the bits of a bit set are indexed by nonnegative integers  individual indexed bits can be examined, set, or cleared  one bit set may be used to modify the contents of another bit set through logical a n d, logical inclusive o r, and logical exclusive or operations",sink,BitSet,no category
ObjectAnimator_setIntValues,set int values .this subclass of value animator provides support for animating properties on target objects  the constructors of this class take parameters to define the target object that will be animated as well as the name of the property that will be animated  appropriate set or get functions are then determined internally and the animation will call these functions as necessary to animate the property,sink,ObjectAnimator,no category
WebSettings_setCursiveFontFamily,"set cursive font family .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
WebSettings_setGeolocationEnabled,"set geolocation enabled .manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
DateFormat_getMediumDateFormat,get medium date format .utility class for producing strings with formatted date or time,source,DateFormat,no category
AccessibilityService_getRootInActiveWindow,"get root in active window .accessibility services should only be used to assist users with disabilities in using android devices and apps  they run in the background and receive callbacks by the system when accessibility events are fired  such events denote some state transition in the user interface, for example, the focus has changed, a button has been clicked, etc  such a service can optionally request the capability for querying the content of the active window  development of an accessibility service requires extending this class and implementing its abstract methods",source,AccessibilityService,network information
Calendar_getAvailableLocales,"get available locales . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,Calendar,calendar information
NfcA_getSak,get sak .provides access to nfc a  properties and input or output operations on a tag,source,NfcA,nfc information
TrafficStats_getTotalTxPackets,"get total tx packets .class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",source,TrafficStats,network information
MulticastSocket_setInterface,"set interface .the multicast datagram socket class is useful for sending and receiving ip multicast packets   a multicast socket is a  datagram socket, with additional capabilities for joining ""groups"" of other multicast hosts on the internet",sink,MulticastSocket,no category
SSLContext_getInstance,get instance .instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,source,SSLContext,network information
JSONArray_toString,"to string .a dense indexed sequence of values  values may be any mix of json objects, other json arrays, strings, booleans, integers, longs, doubles, null or json object  n u l l  values may not be na ns, infinities, or of any type not listed here",sink,JSONArray,no category
