key,docs,class,classification,category_map
WebSettings_setBlockNetworkLoads," sets whether the web view should not load resources from the network .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,sink,no category
ViewStub_getInflatedId," returns the id taken by the inflated view .  a view stub is an invisible, zero sized view that can be used to lazily inflate layout resources at runtime  when a view stub is made visible, or when inflate  is invoked, the layout resource is inflated  the view stub then replaces itself in its parent with the inflated view or views  therefore, the view stub exists in the view hierarchy until set visibility or inflate is invoked  the inflated view is added to the view stub's parent with the view stub's layout parameters  similarly, you can define/override the inflate view's id by using the view stub's inflated id property  for instance",ViewStub,source,no category
SurfaceView_setSecure," control whether the surface view's content should be treated as secure,  preventing it from appearing in screenshots or from being viewed on  non-secure displays .  provides a dedicated drawing surface embedded inside of a view hierarchy  you can control the format of this surface and, if you like, its size; the surface view takes care of placing the surface at the correct location on the scree",SurfaceView,sink,no category
AccountManager_getAccountsByTypeAndFeatures," lists all accounts of a type which have certain features .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account
AtomicInteger_getAndDecrement," atomically decrements the current value,  with memory effects as specified by var handle get and add .  an int value that may be updated atomically   see the var handle specification for descriptions of the properties of atomic accesses  an atomic integer is used in applications such as atomically incremented counters, and cannot be used as a replacement for an integer  however, this class does extend number to allow uniform access by tools and utilities that deal with numerically based classes",AtomicInteger,source,no category
DataOutputStream_writeChars, writes a string to the underlying output stream as a sequence of  characters .  a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,DataOutputStream,sink,no category
ZipOutputStream_write, writes an array of bytes to the current zip entry data .  this class implements an output stream filter for writing files in the zip file format  includes support for both compressed and uncompressed entries,ZipOutputStream,sink,no category
Properties_store, writes this property list  in this  properties table to the output stream in a format suitable  for loading into a properties table using the  load method .  the properties class represents a persistent set of properties  the properties can be saved to a stream or loaded from a stream  each key and its corresponding value in the property list is a string,Properties,sink,no category
NfcAdapter_getDefaultAdapter, helper to get the default nfc adapter .  represents the local nfc adapter,NfcAdapter,source,nfc information
AlarmManager_setTime," set the system wall clock time .  this class provides access to the system alarm services   these allow you to schedule your application to be run at some point in the future   when an alarm goes off, the intent that had been registered for it is broadcast by the system, automatically starting the target application if it is not already running   registered alarms are retained while the device is asleep , but will be cleared if it is turned off and rebooted",AlarmManager,sink,no category
DatagramPacket_getSocketAddress, gets the socket address  of the remote  host that this packet is being sent to or is coming from .  this class represents a datagram packet,DatagramPacket,source,no category
Animation_getFillAfter," if fill after is true, this animation will apply its transformation  after the end time of the animation .  abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",Animation,source,no category
CharBuffer_put, relative bulk put method  .  a char buffer,CharBuffer,sink,no category
ViewStub_setVisibility," when visibility is set to view visible or view i n v i s i b l e,  inflate is invoked and this stubbed view is replaced in its parent  by the inflated layout resource .  a view stub is an invisible, zero sized view that can be used to lazily inflate layout resources at runtime  when a view stub is made visible, or when inflate  is invoked, the layout resource is inflated  the view stub then replaces itself in its parent with the inflated view or views  therefore, the view stub exists in the view hierarchy until set visibility or inflate is invoked  the inflated view is added to the view stub's parent with the view stub's layout parameters  similarly, you can define/override the inflate view's id by using the view stub's inflated id property  for instance",ViewStub,sink,no category
Deflater_getTotalOut, returns the total number of compressed bytes output so far .  this class provides support for general purpose compression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,Deflater,source,no category
AccountManager_get," gets an account manager instance associated with a context .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account
URLConnection_getContentType," returns the value of the content-type header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category
Animation_getRepeatCount," defines how many times the animation should repeat .  abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",Animation,source,no category
SQLiteCursor_setSelectionArguments, changes the selection arguments .  a cursor implementation that exposes results from a query on a s q lite database  s q lite cursor is not internally synchronized so code using a s q lite cursor from multiple threads should perform its own synchronization when using the s q lite cursor,SQLiteCursor,sink,no category
ValueAnimator_setValues," sets the values, per property, being animated between .  this class provides a simple timing engine for running animations which calculate animated values and set them on target objects",ValueAnimator,sink,no category
AudioManager_setMicrophoneMute, sets the microphone mute on or off .  audio manager provides access to volume and ringer mode control,AudioManager,sink,audio
AudioRecord_getRecordingState," returns the recording state of the audio record instance .  the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",AudioRecord,source,no category
NumberFormat_setCurrency," sets the currency object used to display currency  amounts . icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",NumberFormat,sink,no category
DecimalFormatSymbols_getInternationalCurrencySymbol," returns the international string denoting the local currency . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",DecimalFormatSymbols,source,no category
NfcA_getMaxTransceiveLength, return the maximum number of bytes that can be sent with transceive .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information
BufferedWriter_write," writes a single character .  writes text to a character output stream, buffering characters so as to provide for the efficient writing of single characters, arrays, and strings",BufferedWriter,sink,no category
ColorMatrix_set," assign the array of floats into this matrix, copying all of its values .  4x5 matrix for transforming the color and alpha components of a bitmap  the matrix can be passed as single array, and is treated as follows",ColorMatrix,sink,no category
Animation_getStartTime," when this animation should start .  abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",Animation,source,no category
CookieManager_getInstance, gets the singleton cookie manager instance .  manages the cookies used by an application's web view instances,CookieManager,source,no category
AudioTrack_getPositionNotificationPeriod," returns the notification update period expressed in frames .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category
WifiP2pManager_addLocalService," register a local service for service discovery .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection
Signature_getAlgorithm, returns the name of the algorithm for this signature object .  the signature class is used to provide applications the functionality of a digital signature algorithm  digital signatures are used for authentication and integrity assurance of digital data,Signature,source,no category
BitSet_get," returns the value of the bit with the specified index .  this class implements a vector of bits that grows as needed  each component of the bit set has a boolean value  the bits of a bit set are indexed by nonnegative integers  individual indexed bits can be examined, set, or cleared  one bit set may be used to modify the contents of another bit set through logical a n d, logical inclusive o r, and logical exclusive or operations",BitSet,source,no category
ServerSocket_setReuseAddress," enable/disable the reuse address  socket option .  this class implements server sockets  a server socket waits for requests to come in over the network  it performs some operation based on that request, and then possibly returns a result to the requester",ServerSocket,sink,no category
DatagramSocket_getReuseAddress, tests if reuse address is enabled .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,source,no category
SimpleCursorAdapter_getCursorToStringConverter," returns the converter used to convert the filtering cursor  into a string .  an easy adapter to map columns from a cursor to text views or image views defined in an xml file  you can specify which columns you want, which views you want to display the columns, and the xml file that defines the appearance of these views  binding occurs in two phases  first, if a simple cursor adapter view binder is available, view binder set view value is invoked  if the returned value is true, binding has occured  if the returned value is false and the view to bind is a text view, set view text is invoked  if the returned value is false and the view to bind is an image view, set view image is invoked  if no appropriate binding can be found, an illegal state exception is thrown  if this adapter is used with filtering, for instance in an auto complete text view, you can use the simple cursor adapter cursor to string converter and the filter query provider interfaces to get control over the filtering process  you can refer to convert to string and cursor adapter run query on background thread for more information",SimpleCursorAdapter,source,no category
Reader_skip," skips characters .  abstract class for reading character streams   the only methods that a subclass must implement are read and close   most subclasses, however, will override some of the methods defined here in order to provide higher efficiency, additional functionality, or both",Reader,source,no category
SparseLongArray_append," puts a key/value pair into the array, optimizing for the case where  the key is greater than all existing keys in the array .  sparse long arrays map integers to longs   unlike a normal array of longs, there can be gaps in the indices   it is intended to be more memory efficient than using a hash map to map integers to longs, both because it avoids auto boxing keys and values and its data structure doesn't rely on an extra entry object for each mapping",SparseLongArray,sink,no category
KeyStore_getInstance, returns a keystore object of the specified type .  this class represents a storage facility for cryptographic keys and certificates,KeyStore,source,no category
URLConnection_getDate," returns the value of the date header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category
NfcAdapter_enableForegroundDispatch, enable foreground dispatch to the given activity .  represents the local nfc adapter,NfcAdapter,sink,nfc communication
SurfaceView_setVisibility," set the visibility state of this view .  provides a dedicated drawing surface embedded inside of a view hierarchy  you can control the format of this surface and, if you like, its size; the surface view takes care of placing the surface at the correct location on the scree",SurfaceView,sink,no category
Inflater_getAdler, returns the a d l e r-32 value of the uncompressed data .  this class provides support for general purpose decompression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,Inflater,source,no category
Deflater_getAdler, returns the a d l e r-32 value of the uncompressed data .  this class provides support for general purpose compression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,Deflater,source,no category
Animation_getFillBefore," if fill before is true, this animation will apply its transformation  before the start time of the animation .  abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",Animation,source,no category
URLConnection_getHeaderField," returns the value of the named header field .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category
ShapeDrawable_setColorFilter," specify an optional color filter for the drawable .  a drawable object that draws primitive shapes  a shape drawable takes a shape object and manages its presence on the screen  if no shape is given, then the shape drawable will default to a rect shape",ShapeDrawable,sink,no category
ClassLoader_loadClass," loads the class with the specified binary name .  a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",ClassLoader,source,network information
NumberFormat_getCurrency," returns the currency object used to display currency  amounts . icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",NumberFormat,source,no category
ViewAnimator_getInAnimation, returns the current animation used to animate a view that enters the screen .  base class for a frame layout container that will perform animations when switching between its views,ViewAnimator,source,no category
MediaRecorder_setOutputFile, pass in the file descriptor of the file to be written .  used to record audio and video  the recording control is based on a simple state machine ,MediaRecorder,sink,files
Inflater_getBytesWritten, returns the total number of uncompressed bytes output so far .  this class provides support for general purpose decompression using the popular zlib compression library  the zlib compression library was initially developed as part of the png graphics standard and is not protected by patents  it is fully described in the specifications at the java util zip package description,Inflater,source,no category
DatagramSocket_getLocalPort, returns the port number on the local host to which this socket  is bound .  this class represents a socket for sending and receiving datagram packets,DatagramSocket,source,no category
DateFormatSymbols_getMonths," returns month strings . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",DateFormatSymbols,source,no category
Virtualizer_getRoundedStrength," gets the current strength of the effect .  an audio virtualizer is a general name for an effect to spatialize audio channels  the exact behavior of this effect is dependent on the number of audio input channels and the types and number of audio output channels of the device  for example, in the case of a stereo input and stereo headphone output, a stereo widening effect is used when this effect is turned on",Virtualizer,source,no category
SurfaceTexture_setDefaultBufferSize, set the default size of the image buffers .  captures frames from an image stream as an open g l es texture,SurfaceTexture,sink,no category
LogManager_getProperty, get the value of a logging property .  there is a single global log manager object that is used to maintain a set of shared state about loggers and log services,LogManager,source,no category
Animation_computeDurationHint," compute a hint at how long the entire animation may last, in milliseconds .  abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",Animation,source,no category
DoubleBuffer_get, relative get method .  a double buffer,DoubleBuffer,source,no category
DecimalFormatSymbols_getCurrency," returns the currency symbol, for decimal format symbols get currency api  compatibility only . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",DecimalFormatSymbols,source,no category
AssetManager_open," open an asset using an explicit access mode, returning an input stream to  read its contents .  provides access to an application's raw asset files; see resources for the way most applications will want to retrieve their resource data  this class presents a lower level api that allows you to open and read raw files that have been bundled with the application as a simple stream of bytes",AssetManager,sink,no category
CalendarView_getWeekDayTextAppearance, gets the text appearance for the week day abbreviation of the calendar header .  this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,CalendarView,source,calendar information
URLConnection_getRequestProperty," returns the value of the named general request property for this  connection .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category
AudioTrack_getAudioSessionId," returns the audio session id .  the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",AudioTrack,source,no category
MulticastSocket_setLoopbackMode," disable/ enable local loopback of multicast datagrams  the option is used by the platform's networking code as a hint  for setting whether multicast data will be looped back to  the local socket .  the multicast datagram socket class is useful for sending and receiving ip multicast packets   a multicast socket is a  datagram socket, with additional capabilities for joining ""groups"" of other multicast hosts on the internet",MulticastSocket,sink,no category
WebSettings_getBuiltInZoomControls," gets whether the zoom mechanisms built into web view are being used .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,source,no category
DateFormatSymbols_getLocalPatternChars," returns localized date-time pattern characters . icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",DateFormatSymbols,source,no category
MediaPlayer_setWakeMode, set the low-level power management behavior for this media player .  media player class can be used to control playback of audio/video files and streams,MediaPlayer,sink,no category
SQLiteDatabase_getMaximumSize, returns the maximum size the database may grow to .  exposes methods to manage a s q lite database,SQLiteDatabase,source,database
Handler_getFilter," get the current filter for this handler .  a handler object takes log messages from a logger and exports them   it might for example, write them to a console or write them to a file, or send them to a network logging service, or forward them to an os log, or whatever",Handler,source,no category
SurfaceView_getHolder," return the surface holder providing access and control over this  surface view's underlying surface .  provides a dedicated drawing surface embedded inside of a view hierarchy  you can control the format of this surface and, if you like, its size; the surface view takes care of placing the surface at the correct location on the scree",SurfaceView,source,no category
WifiP2pManager_initialize," registers the application with the wi- fi framework .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,source,network information
WebSettings_getSaveFormData," gets whether the web view saves form data .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,source,no category
BitSet_set," sets the bits from the specified from index  to the  specified to index  to the specified value .  this class implements a vector of bits that grows as needed  each component of the bit set has a boolean value  the bits of a bit set are indexed by nonnegative integers  individual indexed bits can be examined, set, or cleared  one bit set may be used to modify the contents of another bit set through logical a n d, logical inclusive o r, and logical exclusive or operations",BitSet,sink,no category
ObjectAnimator_setIntValues, sets int values that will be animated between .  this subclass of value animator provides support for animating properties on target objects  the constructors of this class take parameters to define the target object that will be animated as well as the name of the property that will be animated  appropriate set/get functions are then determined internally and the animation will call these functions as necessary to animate the property,ObjectAnimator,sink,no category
WebSettings_setCursiveFontFamily," sets the cursive font family name .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,sink,no category
WebSettings_setGeolocationEnabled," sets whether geolocation is enabled .  manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",WebSettings,sink,no category
DateFormat_getMediumDateFormat, returns a date format object that can format the date  in medium form  for the context's locale .  utility class for producing strings with formatted date/time,DateFormat,source,no category
AccessibilityService_getRootInActiveWindow," gets the root node in the currently active window if this service  can retrieve window content .  accessibility services should only be used to assist users with disabilities in using android devices and apps  they run in the background and receive callbacks by the system when accessibility events are fired  such events denote some state transition in the user interface, for example, the focus has changed, a button has been clicked, etc  such a service can optionally request the capability for querying the content of the active window  development of an accessibility service requires extending this class and implementing its abstract methods",AccessibilityService,source,network information
Calendar_getAvailableLocales," returns the list of locales for which calendars are installed . icu's replacement for calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",Calendar,source,calendar information
NfcA_getSak, return the s a k/ s e l_ r e s bytes from tag discovery .  provides access to nfc a  properties and i/ o operations on a tag,NfcA,source,nfc information
TrafficStats_getTotalTxPackets," return number of packets transmitted since device boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information
MulticastSocket_setInterface," set the multicast network interface used by methods  whose behavior would be affected by the value of the  network interface .  the multicast datagram socket class is useful for sending and receiving ip multicast packets   a multicast socket is a  datagram socket, with additional capabilities for joining ""groups"" of other multicast hosts on the internet",MulticastSocket,sink,no category
SSLContext_getInstance, returns a ssl context object that implements the  specified secure socket protocol .  instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,SSLContext,source,network information
JSONArray_toString," encodes this array as a compact json string, such as:  [94043,90210 .  a dense indexed sequence of values  values may be any mix of json objects, other json arrays, strings, booleans, integers, longs, doubles, null or json object   null  values may not be na ns, infinities, or of any type not listed here",JSONArray,sink,no category
DecimalFormat_setDecimalSeparatorAlwaysShown," separators: sets whether the decimal separator  is  shown on integers . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",DecimalFormat,sink,no category
Array_getByte," returns the value of the indexed component in the specified  array object, as a byte .  the array class provides static methods to dynamically create and access java arrays",Array,source,no category
Writer_write," writes a string .  abstract class for writing to character streams   the only methods that a subclass must implement are write, flush, and close  most subclasses, however, will override some of the methods defined here in order to provide higher efficiency, additional functionality, or both",Writer,sink,no category
Array_getLong," returns the value of the indexed component in the specified  array object, as a long .  the array class provides static methods to dynamically create and access java arrays",Array,source,no category
SearchView_setIconified," iconifies or expands the search view .  a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",SearchView,sink,no category
URLSpan_onClick," performs the click action associated with this span .  implementation of the clickable span that allows setting a url string  when selecting and clicking on the text to which the span is attached, the url span will try to open the url, by launching an an activity with an intent  action view intent",URLSpan,sink,no category
MediaMetadataRetriever_getEmbeddedPicture, call this method after set data source .  media metadata retriever class provides a unified interface for retrieving frame and meta data from an input media file,MediaMetadataRetriever,source,no category
ExifInterface_getAltitude, return the altitude in meters .  this is a class for reading and writing exif tags in various image file formats,ExifInterface,source,no category
SpeechRecognizer_startListening," starts listening for speech .  this class provides access to the speech recognition service  this service allows access to the speech recognizer  do not instantiate this class directly, instead, call speech recognizer create speech recognizer, or speech recognizer create on device speech recognizer  this class's methods must be invoked only from the main application thread",SpeechRecognizer,sink,log
MediaPlayer_setVideoScalingMode, sets video scaling mode .  media player class can be used to control playback of audio/video files and streams,MediaPlayer,sink,no category
MediaRecorder_setLocation, set and store the geodata  in the output file .  used to record audio and video  the recording control is based on a simple state machine ,MediaRecorder,sink,no category
SearchView_getQueryHint," returns the hint text that will be displayed in the query text field .  a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",SearchView,source,no category
MifareUltralight_getTimeout, get the current transceive timeout in milliseconds .  provides access to mifare ultralight properties and i/ o operations on a tag,MifareUltralight,source,nfc information
DecimalFormatSymbols_getInfinity," returns the string used to represent infinity . icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",DecimalFormatSymbols,source,no category
URLConnection_toString," returns a string representation of this url connection .  the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",URLConnection,source,no category
SecureRandom_getSeed," returns the given number of seed bytes, computed using the seed  generation algorithm that this class uses to seed itself .  this class provides a cryptographically strong random number generator ",SecureRandom,source,no category
ZipEntry_getName, returns the name of the entry .  this class is used to represent a zip file entry,ZipEntry,source,no category
Field_getGenericType," returns a type object that represents the declared type for  the field represented by this field object .  a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",Field,source,no category
URL_getAuthority," gets the authority part of this url .  class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",URL,source,no category
PrintWriter_write," writes a single character .  prints formatted representations of objects to a text output stream   this class implements all of the print methods found in print stream   it does not contain methods for writing raw bytes, for which a program should use unencoded byte streams",PrintWriter,sink,no category
ParserAdapter_getContentHandler, return the current content handler .  adapt asax1 parser as asax2 xml reader,ParserAdapter,source,no category
ObjectAnimator_setPropertyName, sets the name of the property that will be animated .  this subclass of value animator provides support for animating properties on target objects  the constructors of this class take parameters to define the target object that will be animated as well as the name of the property that will be animated  appropriate set/get functions are then determined internally and the animation will call these functions as necessary to animate the property,ObjectAnimator,sink,no category
AudioRecord_setNotificationMarkerPosition," sets the marker position at which the listener is called, if set with  set record position update listener or  set record position update listener .  the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",AudioRecord,sink,audio
WifiP2pManager_setUpnpServiceResponseListener," register a callback to be invoked on receiving upnp service discovery  response .  this class provides the api for managing wi fi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",WifiP2pManager,sink,network connection
Array_getInt," returns the value of the indexed component in the specified  array object, as an int .  the array class provides static methods to dynamically create and access java arrays",Array,source,no category
AudioRecord_getState," returns the state of the audio record instance .  the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",AudioRecord,source,no category
TrafficStats_getThreadStatsTag," get the active tag used when accounting socket traffic originating  from the current thread .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information
Toast_setText, update the text in a toast that was previously created using one of the make text methods .  a toast is a view containing a quick little message for the user   the toast class helps you create and show those,Toast,sink,no category
TrafficStats_getTotalRxBytes," return number of bytes received since device boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information
Animation_getRepeatMode," defines what this animation should do when it reaches the end .  abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",Animation,source,no category
DecimalFormat_getPositivePrefix," affixes: gets the positive prefix string currently being used to format  numbers . icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",DecimalFormat,source,no category
DatePicker_getMinDate," gets the minimal date supported by this date picker in  milliseconds since january 1, 1970 00:00:00 in  time zone get default time zone .  date picker is a directly subclass of picker  this class is a widget for selecting a date  the date can be selected by a year, month, and day columns  the ""min date"" and ""max date"" from which dates to be selected can be customized   the columns can be customized by attribute ""date picker format"" or set date picker format  r attr max date r attr min date r attr date picker forma",DatePicker,source,no category
CalendarView_getFirstDayOfWeek, gets the first day of week .  this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,CalendarView,source,calendar information
PKIXParameters_getSigProvider," returns the signature provider's name, or null  if not set .  parameters used as input for the pkix cert path validator algorithm",PKIXParameters,source,no category
TrafficStats_getMobileRxBytes," return number of bytes received across mobile networks since device boot .  class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",TrafficStats,source,network information
AccountManager_confirmCredentials," confirms that the user knows the password for an account to make extra  sure they are the owner of the account .  this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",AccountManager,source,user account
HttpURLConnection_getHeaderFieldDate, returns the value of the named field parsed as date .  a url connection with support for http specific features  see  the spec  for details,HttpURLConnection,source,no category
SQLiteProgram_bindAllArgsAsStrings," given an array of string bind args, this method binds all of them in one single call .  a base class for compiled s q lite programs",SQLiteProgram,sink,no category
SimpleDateFormat_setDateFormatSymbols," allows you to set the date/time formatting data . icu's replacement for simple date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",SimpleDateFormat,sink,no category
AttributesImpl_setQName, set the qualified name of a specific attribute .  default implementation of the attributes interface,AttributesImpl,sink,no category
ShareActionProvider_setShareIntent, sets an intent with information about the share action .  this is a provider for a share action  it is responsible for creating views that enable data sharing and also to show a sub menu with sharing activities if the hosting item is placed on the overflow menu,ShareActionProvider,sink,no category
Throwable_getCause, returns the cause of this throwable or null if the  cause is nonexistent or unknown .  this exception is thrown by the access controller to indicate that a requested access  is denied,Throwable,source,no category
MessageFormat_getFormatsByArgumentIndex," returns the format objects used for the values passed into  format methods or returned from parse  methods . icu's replacement for message format  methods, fields, and other functionality specific to icu are labeled '[icu]'",MessageFormat,source,no category
ViewAnimator_getBaseline, return the offset of the widget's text baseline from the widget's top  boundary .  base class for a frame layout container that will perform animations when switching between its views,ViewAnimator,source,no category
QuickContactBadge_setMode," this call has no effect anymore, as there is only one quick contact mod .  widget used to show an image with the standard quick contact badge and on click behavior",QuickContactBadge,sink,contact information
