key,docs,classification,class,category_map
SearchView_setIconified,"a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",sink,SearchView,no category
URLSpan_onClick,"implementation of the clickable span that allows setting a url string  when selecting and clicking on the text to which the span is attached, the url span will try to open the url, by launching an an activity with an intent  a c t i o n_ v i e w intent",sink,URLSpan,no category
MediaMetadataRetriever_getEmbeddedPicture,media metadata retriever class provides a unified interface for retrieving frame and meta data from an input media file,source,MediaMetadataRetriever,no category
ExifInterface_getAltitude,this is a class for reading and writing exif tags in various image file formats,source,ExifInterface,no category
SpeechRecognizer_startListening,"this class provides access to the speech recognition service  this service allows access to the speech recognizer  do not instantiate this class directly, instead, call speech recognizer create speech recognizer, or speech recognizer create on device speech recognizer  this class's methods must be invoked only from the main application thread",sink,SpeechRecognizer,log
MediaPlayer_setVideoScalingMode,media player class can be used to control playback of audio/video files and streams,sink,MediaPlayer,no category
MediaRecorder_setLocation,used to record audio and video  the recording control is based on a simple state machine ,sink,MediaRecorder,no category
SearchView_getQueryHint,"a widget that provides a user interface for the user to enter a search query and submit a request to a search provider  shows a list of query suggestions or results, if available, and allows the user to pick a suggestion or result to launch into",source,SearchView,no category
MifareUltralight_getTimeout,provides access to mifare ultralight properties and i/ o operations on a tag,source,MifareUltralight,nfc information
DecimalFormatSymbols_getInfinity,"[icu enhancement] icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
URLConnection_toString,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
SecureRandom_getSeed,this class provides a cryptographically strong random number generator ,source,SecureRandom,no category
ZipEntry_getName,this class is used to represent a zip file entry,source,ZipEntry,no category
Field_getGenericType,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",source,Field,no category
URL_getAuthority,"class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",source,URL,no category
PrintWriter_write,"prints formatted representations of objects to a text output stream   this class implements all of the print methods found in print stream   it does not contain methods for writing raw bytes, for which a program should use unencoded byte streams",sink,PrintWriter,no category
ParserAdapter_getContentHandler,adapt a s a x1 parser as a s a x2 xml reader,source,ParserAdapter,no category
ObjectAnimator_setPropertyName,this subclass of value animator provides support for animating properties on target objects  the constructors of this class take parameters to define the target object that will be animated as well as the name of the property that will be animated  appropriate set/get functions are then determined internally and the animation will call these functions as necessary to animate the property,sink,ObjectAnimator,no category
AudioRecord_setNotificationMarkerPosition,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",sink,AudioRecord,audio
WifiP2pManager_setUpnpServiceResponseListener,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
Array_getInt,the array class provides static methods to dynamically create and access java arrays,source,Array,no category
AudioRecord_getState,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
TrafficStats_getThreadStatsTag,"class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",source,TrafficStats,network information
Toast_setText,a toast is a view containing a quick little message for the user   the toast class helps you create and show those,sink,Toast,no category
TrafficStats_getTotalRxBytes,"class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",source,TrafficStats,network information
Animation_getRepeatMode,"abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",source,Animation,no category
DecimalFormat_getPositivePrefix,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DecimalFormat,no category
DatePicker_getMinDate,"date picker is a directly subclass of picker  this class is a widget for selecting a date  the date can be selected by a year, month, and day columns  the ""min date"" and ""max date"" from which dates to be selected can be customized   the columns can be customized by attribute ""date picker format"" or set date picker format  r attr max date r attr min date r attr date picker forma",source,DatePicker,no category
CalendarView_getFirstDayOfWeek,this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,source,CalendarView,calendar information
PKIXParameters_getSigProvider,parameters used as input for the pkix cert path validator algorithm,source,PKIXParameters,no category
TrafficStats_getMobileRxBytes,"class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",source,TrafficStats,network information
AccountManager_confirmCredentials,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",source,AccountManager,user account
HttpURLConnection_getHeaderFieldDate,a url connection with support for http specific features  see  the spec  for details,source,HttpURLConnection,no category
SQLiteProgram_bindAllArgsAsStrings,a base class for compiled sql lite programs,sink,SQLiteProgram,no category
SimpleDateFormat_setDateFormatSymbols,"[icu enhancement] icu's replacement for simple date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,SimpleDateFormat,no category
AttributesImpl_setQName,default implementation of the attributes interface,sink,AttributesImpl,no category
ShareActionProvider_setShareIntent,this is a provider for a share action  it is responsible for creating views that enable data sharing and also to show a sub menu with sharing activities if the hosting item is placed on the overflow menu,sink,ShareActionProvider,no category
Throwable_getCause,this exception is thrown by the access controller to indicate that a requested access  is denied,source,Throwable,no category
MessageFormat_getFormatsByArgumentIndex,"[icu enhancement] icu's replacement for message format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,MessageFormat,no category
ViewAnimator_getBaseline,base class for a frame layout container that will perform animations when switching between its views,source,ViewAnimator,no category
QuickContactBadge_setMode,widget used to show an image with the standard quick contact badge and on click behavior,sink,QuickContactBadge,contact information
AudioTrack_getPlaybackHeadPosition,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
AudioTrack_getPlaybackRate,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
ClassLoader_getResource,"a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",source,ClassLoader,network information
WebSettings_setJavaScriptEnabled,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
BreakIterator_getWordInstance,"[icu enhancement] icu's replacement for break iterator  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,BreakIterator,no category
ZipEntry_setTime,this class is used to represent a zip file entry,sink,ZipEntry,no category
AudioTrack_getAudioFormat,"the audio track class manages and plays a single audio resource for java applications  it allows streaming of pcm audio buffers to the audio sink for playback  this is achieved by ""pushing"" the data to the audio track object using one of the  write, write,  and write methods",source,AudioTrack,no category
ParserAdapter_startElement,adapt a s a x1 parser as a s a x2 xml reader,sink,ParserAdapter,no category
Animation_getTransformation,"abstraction for an animation that can be applied to views, surfaces, or other objects  see the animation package description file",source,Animation,no category
TrafficStats_getMobileTxPackets,"class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",source,TrafficStats,network information
GregorianCalendar_getGregorianChange,"[icu enhancement] icu's replacement for gregorian calendar  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,GregorianCalendar,calendar information
DatagramSocket_setReuseAddress,this class represents a socket for sending and receiving datagram packets,sink,DatagramSocket,no category
ShapeDrawable_getShape,"a drawable object that draws primitive shapes  a shape drawable takes a shape object and manages its presence on the screen  if no shape is given, then the shape drawable will default to a rect shape",source,ShapeDrawable,no category
PropertyValuesHolder_setFloatValues,this class holds information about a property and the values that that property should take on during an animation  property values holder objects can be used to create animations with value animator or object animator that operate on several different properties in parallel,sink,PropertyValuesHolder,no category
ViewAnimator_getAnimateFirstView,base class for a frame layout container that will perform animations when switching between its views,source,ViewAnimator,no category
PKIXParameters_getTrustAnchors,parameters used as input for the pkix cert path validator algorithm,source,PKIXParameters,no category
AudioRecord_getPositionNotificationPeriod,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
NumberFormat_getMinimumIntegerDigits,"[icu enhancement] icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,NumberFormat,no category
SQLiteDatabase_getPath,exposes methods to manage a sql lite database,source,SQLiteDatabase,database
SSLEngine_setSSLParameters,"a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",sink,SSLEngine,no category
URLConnection_getDoOutput,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
DateFormatSymbols_getShortMonths,"[icu enhancement] icu's replacement for date format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormatSymbols,no category
Random_setSeed,"an instance of this class is used to generate a stream of pseudorandom numbers  the class uses a 48 bit seed, which is modified using a linear congruential formula ",sink,Random,no category
DecimalFormat_getNegativeSuffix,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DecimalFormat,no category
DeflaterOutputStream_write,"this class implements an output stream filter for compressing data in the ""deflate"" compression format  it is also used as the basis for other types of compression filters, such as g z i p output stream",sink,DeflaterOutputStream,no category
SSLParameters_getNeedClientAuth,"encapsulates parameters for an ssl/ tls connection  the parameters are the list of ciphersuites to be accepted in an ssl/ tls handshake, the list of protocols to be allowed, the endpoint identification algorithm during ssl/ tls handshaking, the server name indication , the algorithm constraints and whether ssl/ tls servers should request or require client authentication, etc",source,SSLParameters,network information
URLConnection_getAllowUserInteraction,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
Path_getFillType,"the path class encapsulates compound  geometric paths consisting of straight line segments, quadratic curves, and cubic curves  it can be drawn with canvas draw path, either filled or stroked , or it can be used for clipping or to draw text on a path",source,Path,no category
Equalizer_getBandFreqRange,an equalizer is used to alter the frequency response of a particular music source or of the main output mix,source,Equalizer,no category
ThreadGroup_getMaxPriority,"a thread group represents a set of threads  in addition, a thread group can also include other thread groups  the thread groups form a tree in which every thread group except the initial thread group has a parent",source,ThreadGroup,no category
ParserAdapter_getErrorHandler,adapt a s a x1 parser as a s a x2 xml reader,source,ParserAdapter,no category
SimpleAdapter_getItem,"an easy adapter to map static data to views defined in an xml file  you can specify the data backing the list as an array list of maps  each entry in the array list corresponds to one row in the list  the maps contain the data for each row  you also specify an xml file that defines the views used to display the row, and a mapping from keys in the map to specific views  binding data to views occurs in two phases  first, if a simple adapter view binder is available, view binder set view value is invoked  if the returned value is true, binding has occurred  if the returned value is false, the following views are then tried in order",source,SimpleAdapter,no category
AudioRecord_getAudioFormat,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",source,AudioRecord,no category
WebSettings_getUserAgentString,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
SSLEngine_wrap,"a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",source,SSLEngine,network information
MediaMetadataRetriever_setDataSource,media metadata retriever class provides a unified interface for retrieving frame and meta data from an input media file,sink,MediaMetadataRetriever,files
WebSettings_getDomStorageEnabled,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,system settings
WebSettings_setDefaultFontSize,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
AudioManager_getStreamVolume,audio manager provides access to volume and ringer mode control,source,AudioManager,no category
Field_toString,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",source,Field,no category
WifiP2pManager_discoverServices,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
URLConnection_getFileNameMap,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
SSLEngine_getPeerHost,"a class which enables secure communications using protocols such as the secure sockets layer  or  ietf rfc 2246 "" transport layer security""   protocols, but is transport independent",source,SSLEngine,network information
AtomicBoolean_set,"a boolean value that may be updated atomically  see the var handle specification for descriptions of the properties of atomic accesses  an atomic boolean is used in applications such as atomically updated flags, and cannot be used as a replacement for a boolean",sink,AtomicBoolean,no category
URL_getQuery,"class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web  a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine  more information on the types of urls and their formats can be found at: types of ur",source,URL,no category
DecimalFormat_getGroupingSize,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DecimalFormat,no category
TrafficStats_getMobileRxPackets,"class that provides network traffic statistics  these statistics include bytes transmitted and received and network packets transmitted and received, over all interfaces, over the mobile interface, and on a per uid basis",source,TrafficStats,network information
WebSettings_getTextZoom,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
StringWriter_getBuffer,"a character stream that collects its output in a string buffer, which can then be used to construct a string",source,StringWriter,no category
LayoutAnimationController_getAnimationForView,"a layout animation controller is used to animate the children of a layout or a view group  each child uses the same animation but for every one of them, the animation starts at a different time  a layout animation controller is used by view group to compute the delay by which each child's animation start must be offset  the delay is computed by using characteristics of each child, like its index in the view group  this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group  subclasses are supposed to override get delay for view to implement a different way of computing the delay  for instance, a grid layout animation controller will compute the delay based on the column and row indices of the child in its parent view group  information used to compute the animation delay of each child are stored in an instance of layout animation controller animation parameters, itself stored in the view group layout params of the view",source,LayoutAnimationController,no category
SSLContext_setDefault,instances of this class represent a secure socket protocol implementation which acts as a factory for secure socket factories or ssl engines  this class is initialized with an optional set of key and trust managers and source of secure random bytes,sink,SSLContext,no category
ObjectOutputStream_writeByte,"an object output stream writes primitive data types and graphs of java objects to an output stream   the objects can be read  using an object input stream   persistent storage of objects can be accomplished by using a file for the stream   if the stream is a network socket stream, the objects can be reconstituted on another host or in another process",sink,ObjectOutputStream,no category
URLConnection_getHeaderFieldKey,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
WebSettings_getDatabaseEnabled,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,system settings
KeyStore_getDefaultType,this class represents a storage facility for cryptographic keys and certificates,source,KeyStore,no category
UiModeManager_setNightMode,this class provides access to the system uimode services   these services allow applications to control ui modes of the device  it provides functionality to disable the car mode and it gives access to the night mode settings,sink,UiModeManager,log
Equalizer_setBandLevel,an equalizer is used to alter the frequency response of a particular music source or of the main output mix,sink,Equalizer,audio
SmsManager_sendTextMessage,"manages sms operations such as sending data, text, and pdu sms messages  get this object by calling the static method get default  to create an instance of sms manager associated with a specific subscription i d, call get sms manager for subscription id  this is typically used for devices that support multiple active subscriptions at once",sink,SmsManager,text message
SimpleDateFormat_parse,"[icu enhancement] icu's replacement for simple date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,SimpleDateFormat,no category
Field_setByte,"a field provides information about, and dynamic access to, a single field of a class or an interface   the reflected field may be a class  field or an instance field",sink,Field,no category
DateFormat_getTimeFormat,utility class for producing strings with formatted date/time,source,DateFormat,no category
ParserAdapter_getProperty,adapt a s a x1 parser as a s a x2 xml reader,source,ParserAdapter,no category
AnimatorSet_setDuration,"this class plays a set of animator objects in the specified order  animations can be set up to play together, in sequence, or after a specified delay",sink,AnimatorSet,no category
AttributedString_addAttribute,an attributed string holds text and related attribute information  it may be used as the actual data storage in some cases where a text reader wants to access attributed text through the attributed character iterator interface,sink,AttributedString,no category
WebSettings_setSupportMultipleWindows,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",sink,WebSettings,no category
PipedOutputStream_write,"a piped output stream can be connected to a piped input stream to create a communications pipe  the piped output stream is the sending end of the pipe  typically, data is written to a piped output stream object by one thread and data is read from the connected piped input stream by some other thread  attempting to use both objects from a single thread is not recommended as it may deadlock the thread  the pipe is said to be  broken  if a thread that was reading data bytes from the connected piped input stream is no longer alive",sink,PipedOutputStream,no category
WifiP2pManager_connect,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
AtomicLong_getAndDecrement,"a long value that may be updated atomically   see the var handle specification for descriptions of the properties of atomic accesses  an atomic long is used in applications such as atomically incremented sequence numbers, and cannot be used as a replacement for a long  however, this class does extend number to allow uniform access by tools and utilities that deal with numerically based classes",source,AtomicLong,no category
NumberFormat_parseObject,"[icu enhancement] icu's replacement for number format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,NumberFormat,no category
DecimalFormatSymbols_getPercent,"[icu enhancement] icu's replacement for decimal format symbols  methods, fields, and other functionality specific to icu are labeled '[icu]'  this class represents the set of symbols  needed by decimal format to format numbers  decimal format creates for itself an instance of decimal format symbols from its locale data   if you need to change any of these symbols, you can get the decimal format symbols object from your decimal format and modify it",source,DecimalFormatSymbols,no category
AudioRecord_setPositionNotificationPeriod,"the audio record class manages the audio resources for java applications to record audio from the audio input hardware of the platform  this is achieved by ""pulling""  the data from the audio record object  the application is responsible for polling the audio record object in time using one of the following three methods:  read, read or read  the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audio record",sink,AudioRecord,audio
SQLiteDatabase_setVersion,exposes methods to manage a sql lite database,sink,SQLiteDatabase,no category
GregorianCalendar_getGreatestMinimum,gregorian calendar is a concrete subclass of calendar and provides the standard calendar system used by most of the world,source,GregorianCalendar,calendar information
Writer_append,"abstract class for writing to character streams   the only methods that a subclass must implement are write, flush, and close  most subclasses, however, will override some of the methods defined here in order to provide higher efficiency, additional functionality, or both",source,Writer,no category
CookieManager_setAcceptCookie,manages the cookies used by an application's web view instances,sink,CookieManager,no category
BackupDataOutput_writeEntityData,"provides the structured interface through which a backup agent commits information to the backup data set, via its on backup method   data written for backup is presented as a set of ""entities,"" key/value pairs in which each binary data record ""value"" is named with a string ""key ",sink,BackupDataOutput,no category
SQLiteDatabase_getPageSize,exposes methods to manage a sql lite database,source,SQLiteDatabase,database
DoubleBuffer_array,a double buffer,source,DoubleBuffer,no category
ObjectOutputStream_writeBoolean,"an object output stream writes primitive data types and graphs of java objects to an output stream   the objects can be read  using an object input stream   persistent storage of objects can be accomplished by using a file for the stream   if the stream is a network socket stream, the objects can be reconstituted on another host or in another process",sink,ObjectOutputStream,no category
IsoDep_getHiLayerResponse,provides access to iso dep  properties and i/ o operations on a tag,source,IsoDep,nfc information
URLConnection_getHeaderFieldInt,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
Handler_setEncoding,"a handler object takes log messages from a logger and exports them   it might for example, write them to a console or write them to a file, or send them to a network logging service, or forward them to an os log, or whatever",sink,Handler,no category
Binder_getInterfaceDescriptor,"base class for a remotable object, the core part of a lightweight remote procedure call mechanism defined by i binder  this class is an implementation of i binder that provides standard local implementation of such an object",source,Binder,no category
SparseIntArray_append,"sparse int arrays map integers to integers   unlike a normal array of integers, there can be gaps in the indices   it is intended to be more memory efficient than using a hash map to map integers to integers, both because it avoids auto boxing keys and values and its data structure doesn't rely on an extra entry object for each mapping",sink,SparseIntArray,no category
DecimalFormat_setMinimumIntegerDigits,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
WebSettings_getUseWideViewPort,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
CalendarView_setDate,this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,sink,CalendarView,no category
MifareUltralight_getMaxTransceiveLength,provides access to mifare ultralight properties and i/ o operations on a tag,source,MifareUltralight,nfc information
DateFormat_getDateTimeInstance,"[icu enhancement] icu's replacement for date format  methods, fields, and other functionality specific to icu are labeled '[icu]'",source,DateFormat,no category
Animator_setTarget,"this is the superclass for classes which provide basic support for animations which can be started, ended, and have animator listeners added to them",sink,Animator,no category
DecimalFormat_setMaximumIntegerDigits,"[icu enhancement] icu's replacement for decimal format  methods, fields, and other functionality specific to icu are labeled '[icu]'",sink,DecimalFormat,no category
RandomAccessFile_getFilePointer,"instances of this class support both reading and writing to a random access file  a random access file behaves like a large array of bytes stored in the file system  there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read  if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written  output operations that write past the current end of the implied array cause the array to be extended  the file pointer can be read by the get file pointer method and set by the seek method",source,RandomAccessFile,no category
ParserAdapter_getEntityResolver,adapt a s a x1 parser as a s a x2 xml reader,source,ParserAdapter,no category
URLConnection_getUseCaches,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
Socket_getSoTimeout,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
LayoutAnimationController_getDelay,"a layout animation controller is used to animate the children of a layout or a view group  each child uses the same animation but for every one of them, the animation starts at a different time  a layout animation controller is used by view group to compute the delay by which each child's animation start must be offset  the delay is computed by using characteristics of each child, like its index in the view group  this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group  subclasses are supposed to override get delay for view to implement a different way of computing the delay  for instance, a grid layout animation controller will compute the delay based on the column and row indices of the child in its parent view group  information used to compute the animation delay of each child are stored in an instance of layout animation controller animation parameters, itself stored in the view group layout params of the view",source,LayoutAnimationController,no category
JSONArray_getInt,"a dense indexed sequence of values  values may be any mix of json objects, other json arrays, strings, booleans, integers, longs, doubles, null or json object  null  values may not be na ns, infinities, or of any type not listed here",source,JSONArray,no category
HttpURLConnection_getResponseMessage,a url connection with support for http specific features  see  the spec  for details,source,HttpURLConnection,no category
Socket_getLocalAddress,this class implements client sockets   a socket is an endpoint for communication between two machines,source,Socket,no category
Element_getChild,an xml element  provides access to child elements and hooks to listen for events related to this element,source,Element,no category
MulticastSocket_getInterface,"the multicast datagram socket class is useful for sending and receiving ip multicast packets   a multicast socket is a  datagram socket, with additional capabilities for joining ""groups"" of other multicast hosts on the internet",source,MulticastSocket,no category
AtomicInteger_getAndIncrement,"an int value that may be updated atomically   see the var handle specification for descriptions of the properties of atomic accesses  an atomic integer is used in applications such as atomically incremented counters, and cannot be used as a replacement for an integer  however, this class does extend number to allow uniform access by tools and utilities that deal with numerically based classes",source,AtomicInteger,no category
DownloadManager_getRecommendedMaxBytesOverMobile,"the download manager is a system service that handles long running http downloads  clients may request that a uri be downloaded to a particular destination file  the download manager will conduct the download in the background, taking care of http interactions and retrying downloads after failures or across connectivity changes and system reboots",source,DownloadManager,no category
EditText_getText,an editable text view that shows completion suggestions automatically while the user is typing,source,EditText,no category
DataOutputStream_writeDouble,a data output stream lets an application write primitive java data types to an output stream in a portable way  an application can then use a data input stream to read the data back in,sink,DataOutputStream,no category
AccountManager_setAuthToken,"this class provides access to a centralized registry of the user's online accounts   the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval",sink,AccountManager,user account
WebSettings_getCacheMode,"manages settings state for a web view  when a web view is first created, it obtains a set of default settings  these default settings will be returned from any getter call  a web settings object obtained from web view get settings is tied to the life of the web view  if a web view has been destroyed, any method call on web settings will throw an illegal state exception",source,WebSettings,no category
IsoDep_transceive,provides access to iso dep  properties and i/ o operations on a tag,source,IsoDep,nfc information
URLConnection_getExpiration,"the abstract class url connection is the superclass of all classes that represent a communications link between the application and a url  instances of this class can be used both to read from and to write to the resource referenced by the url  in general, creating a connection to a url is a multistep process",source,URLConnection,no category
ClassLoader_setDefaultAssertionStatus,"a class loader is an object that is responsible for loading classes  the class class loader is an abstract class   given the binary name of a class, a class loader should attempt to locate or generate data that constitutes a definition for the class   a typical strategy is to transform the name into a file name and then read a ""class file"" of that name from a file system",sink,ClassLoader,no category
AudioManager_isMusicActive,audio manager provides access to volume and ringer mode control,source,AudioManager,no category
CalendarView_getMaxDate,this class is a calendar widget for displaying and selecting dates  the range of dates supported by this calendar is configurable,source,CalendarView,calendar information
HttpURLConnection_getResponseCode,a url connection with support for http specific features  see  the spec  for details,source,HttpURLConnection,no category
MediaRecorder_setOrientationHint,used to record audio and video  the recording control is based on a simple state machine ,sink,MediaRecorder,no category
WifiP2pManager_cancelConnect,"this class provides the api for managing wifi peer to peer connectivity  this lets an application discover available peers, setup connection to peers and query for the list of peers  when a p2p connection is formed over wifi, the device continues to maintain the uplink connection over mobile or any other available network for internet connectivity on the device",sink,WifiP2pManager,network connection
DatagramSocket_setTrafficClass,this class represents a socket for sending and receiving datagram packets,sink,DatagramSocket,no category
