keys,real,docs,classification
SQLiteDatabase_setTransactionSuccessful,sink, Marks the current transaction as successful.,neither
Connection_getCatalog,source, Retrieves this Connection object's current catalog name.,neither
Document_getImplementation,neither, The DOMImplementation object that handles this document.,neither
Array_free,neither, This method frees the Array object and releases the resources that  it holds.,neither
AutoCompleteTextView_setOnClickListener,neither, Register a callback to be invoked when this view is clicked.,neither
NfcA_close,neither," Disable I/O operations to the tag from this TagTechnology object, and release resources.",neither
DecimalFormatSymbols_hashCode,neither, Returns a hash code value for the object.,neither
LSParserFilter_getWhatToShow,neither, Tells the LSParser what types of nodes to show to the  method LSParserFilter.acceptNode.,neither
AlgorithmParameterGenerator_getProvider,source, Returns the provider of this algorithm parameter generator object.,neither
InputConnection_setSelection,sink, Set the selection of the text editor.,neither
DocumentType_getPublicId,source, The public identifier of the external subset.,neither
AccessibilityManager_isTouchExplorationEnabled,source, Returns if the touch exploration in the system is enabled.,neither
MoreAsserts_assertContentsInAnyOrder,neither," Asserts that actual contains precisely the elements  expected, but in any order.",neither
Binder_getCallingPid,source, Return the ID of the process that sent you the current transaction  that is being processed.,neither
DatabaseMetaData_getPrimaryKeys,source, Retrieves a description of the given table's primary key columns.,neither
HttpResponseCache_maxSize,source, Returns the maximum number of bytes that this cache should use to store  its data.,neither
DOMConfiguration_setParameter,sink, Set the value of a parameter.,neither
BufferedReader_read,source, Reads a single character.,neither
RandomAccessFile_readUnsignedByte,source, Reads an unsigned eight-bit number from this file.,neither
ScaleGestureDetector_isQuickScaleEnabled,neither," Return whether the quick scale gesture, in which the user performs a double tap followed by a  swipe, should perform scaling.",neither
IntentService_onDestroy,neither, Called by the system to notify a Service that it is no longer used and is being removed.,neither
AbstractQueuedSynchronizer_acquireSharedInterruptibly,neither," Acquires in shared mode, aborting if interrupted.",neither
BluetoothGatt_discoverServices,neither, Discovers services offered by a remote device as well as their  characteristics and descriptors.,neither
Signature_initSign,neither, Initialize this object for signing.,neither
InputMethod_showSoftInput,sink, Request that any soft input part of the input method be shown to the user.,neither
XMLFilterImpl_warning,neither, Filter a warning event.,neither
Preferences_addNodeChangeListener,neither, Registers the specified listener to receive node change events  for this node.,neither
EditTextPreference_setText,sink, Saves the text to the SharedPreferences.,neither
AppWidgetProvider_onReceive,neither, Implements BroadcastReceiver#onReceive to dispatch calls to the various  other methods on AppWidgetProvider.,neither
DatabaseMetaData_getExtraNameCharacters,source," Retrieves all the ""extra"" characters that can be used in unquoted  identifier names .",neither
DatabaseMetaData_getMaxCatalogNameLength,source, Retrieves the maximum number of characters that this database allows in a  catalog name.,neither
ContentHandlerFactory_createContentHandler,neither, Creates a new ContentHandler to read an object from  a URLStreamHandler.,neither
Arrays_deepHashCode,neither," Returns a hash code based on the ""deep contents"" of the specified  array.",neither
Formatter_formatMessage,neither, Localize and format the message string from a log record.,neither
RC2ParameterSpec_getIV,source, Returns the IV or null if this parameter set does not contain an IV.,neither
RecognitionListener_onReadyForSpeech,neither, Called when the endpointer is ready for the user to start speaking.,neither
Lock_lock,neither, Acquires the lock.,neither
Matcher_regionEnd,neither, Reports the end index  of this matcher's region.,neither
ConsumerIrManager_hasIrEmitter,neither, Check whether the device has an infrared emitter.,neither
ValueAnimator_isStarted,neither, Returns whether this Animator has been started and not yet ended.,neither
KeyStoreSpi_engineGetCertificateChain,source, Returns the certificate chain associated with the given alias.,neither
DatabaseMetaData_supportsOpenCursorsAcrossRollback,source, Retrieves whether this database supports keeping cursors open  across rollbacks.,neither
SQLInput_readClob,source, Reads an SQL CLOB value from the stream and returns it as a  Clob object in the Java programming language.,neither
MediaFormat_createVideoFormat,neither, Creates a minimal video format.,neither
DecimalFormat_applyPattern,neither, Parses the given pattern string and overwrites the settings specified in the pattern string.,neither
MockContext_stopService,neither, Request that a given application service be stopped.,neither
SslErrorHandler_proceed,neither, Proceed with the SSL certificate.,neither
CharArrayReader_close,neither, Closes the stream and releases any system resources associated with  it.,neither
SearchManager_setOnDismissListener,neither, Set or clear the callback that will be invoked whenever the search UI is dismissed.,neither
Subject_setReadOnly,neither, Set this Subject to be read-only.,neither
Camera_lock,neither, Re-locks the camera to prevent other processes from accessing it.,neither
XMLReaderAdapter_setDTDHandler,neither, Register the DTD event handler.,neither
CharacterData_setData,sink, The character data of the node that implements this interface.,neither
DESedeKeySpec_getKey,source, Returns the DES-EDE key.,neither
AnimatorSet_getInterpolator,source, Returns the timing interpolator that this animation uses.,neither
DreamService_finish,neither, Stops the dream and detaches from the window.,neither
ETC1_getEncodedDataSize,source, Return the size of the encoded image data .,neither
MockContext_sendBroadcast,sink," Broadcast the given intent to all interested BroadcastReceivers, allowing  an optional required permission to be enforced.",neither
DreamService_onDetachedFromWindow,neither, Called when the window has been detached from the window manager.,neither
Attributes_getLocalName,neither, Look up an attribute's local name by index.,neither
CallableStatement_getLong,source, Retrieves the value of a JDBC BIGINT parameter as a long  in the Java programming language.,neither
Debug_getBinderDeathObjectCount,source, Returns the number of death notification links to Binder objects that  exist in the current process.,neither
ArgbEvaluator_evaluate,neither, This function returns the calculated in-between value for a color  given integers that represent the start and end values in the four  bytes of the 32-bit int.,neither
Writer_flush,neither, Flushes the stream.,neither
VpnService_protect,neither, Convenience method to protect a Socket from VPN connections.,neither
DatabaseMetaData_getProcedureColumns,source, Retrieves a description of the given catalog's stored procedure parameter  and result columns.,neither
RowSet_setNClob,sink, Sets the designated parameter to a Reader object.,neither
DexFile_loadClass,neither, Loads a class.,neither
Animation_cancel,neither, Cancel the animation.,neither
AbstractCursor_registerContentObserver,neither, Register an observer that is called when changes happen to the content backing this cursor.,neither
AtomicFile_delete,neither, Delete the atomic file.,neither
ViewPropertyAnimator_scaleXBy,neither, This method will cause the View's scaleX property to be animated by the  specified value.,neither
NsdManager_stopServiceDiscovery,neither, Stop service discovery initiated with discoverServices.,neither
ScheduledThreadPoolExecutor_scheduleWithFixedDelay,neither," Submits a periodic action that becomes enabled first after the  given initial delay, and subsequently with the given delay  between the termination of one execution and the commencement of  the next.",neither
AbstractPreferences_sync,neither, Implements the sync method as per the specification in  Preferences#sync.,neither
RowSet_setNCharacterStream,sink, Sets the designated parameter to a Reader object.,neither
Picture_draw,neither, Draw this picture on the canvas.,neither
DOMLocator_getRelatedNode,neither," The node this locator is pointing to, or null if no node  is available.",neither
TextToSpeech_isLanguageAvailable,source, Checks if the specified language as represented by the Locale is available and supported.,neither
URL_hashCode,source, Creates an integer suitable for hash table indexing.,neither
CursorWrapper_moveToPosition,neither, Move the cursor to an absolute position.,neither
ResultSetMetaData_isSigned,neither, Indicates whether values in the designated column are signed numbers.,neither
FileLock_isValid,source, Tells whether or not this lock is valid.,neither
Object_notifyAll,sink, Wakes up all threads that are waiting on this object's monitor.,neither
Runtime_freeMemory,neither, Returns the amount of free memory in the Java Virtual Machine.,neither
BoringLayout_ellipsized,neither, Callback for the ellipsizer to report what region it ellipsized.,neither
PolicyQualifierInfo_getPolicyQualifierId,source, Returns the policyQualifierId field of this  PolicyQualifierInfo.,neither
PrintJob_isBlocked,source, Gets whether this print job is blocked.,neither
MessageDigest_isEqual,neither, Compares two digests for equality.,neither
Image_getFormat,source, Get the format for this image.,neither
ViewPropertyAnimator_translationY,neither, This method will cause the View's translationY property to be animated to the  specified value.,neither
Notation_getPublicId,source, The public identifier of this notation.,neither
RC2ParameterSpec_getIV,source, Returns the IV or null if this parameter set does not contain an IV.,neither
ValidatorHandler_setContentHandler,neither, Sets the ContentHandler which receives  the augmented validation result.,neither
Gallery_onTouchEvent,neither, Implement this method to handle touch screen motion events.,neither
DecimalFormat_formatToCharacterIterator,neither, Formats an Object producing an AttributedCharacterIterator.,neither
SSLEngine_getUseClientMode,source, Returns true if the engine is set to use client mode when  handshaking.,neither
DatePickerDialog_onDateChanged,neither, Called upon a date change.,neither
TestSuiteBuilder_build,neither, Call this method once you've configured your builder as desired.,neither
Identity_getName,source, Returns this identity's name.,neither
AdapterViewFlipper_isFlipping,neither, Returns true if the child views are flipping.,neither
ScriptIntrinsicConvolve5x5_setCoefficients,neither, Set the coefficients for the convolve.,neither
InputMethodSession_updateCursor,sink, This method is called when cursor location of the target input field  has changed within its window.,neither
LongBuffer_isDirect,neither, Tells whether or not this long buffer is direct.,neither
PreparedStatement_setTime,neither," Sets the designated parameter to the given java.sql.Time value,  using the given Calendar object.",neither
Duration_add,neither, Computes a new duration whose value is this+rhs.,neither
DateFormatSymbols_setLocalPatternChars,neither, Sets localized date-time pattern characters.,neither
Condition_awaitUninterruptibly,neither, Causes the current thread to wait until it is signalled.,neither
DatabaseMetaData_getTablePrivileges,source, Retrieves a description of the access rights for each table available  in a catalog.,neither
Picture_draw,neither, Draw this picture on the canvas.,neither
Method_invoke,neither," Invokes the underlying method represented by this Method  object, on the specified object with the specified parameters.",neither
PrintService_getActivePrintJobs,neither, Gets the active print jobs for the printers managed by this service.,neither
MockContext_unregisterReceiver,neither, Unregister a previously registered BroadcastReceiver.,neither
DataInputStream_skipBytes,neither, See the general contract of the skipBytes  method of DataInput.,neither
DatabaseMetaData_getSQLKeywords,source, Retrieves a comma-separated list of all of this database's SQL keywords  that are NOT also SQL:2003 keywords.,neither
SealedObject_getObject,neither, Retrieves the original  object.,neither
NotificationListenerService_onNotificationPosted,neither, Implement this method to learn about new notifications as they are posted by apps.,neither
ContentHandler_endPrefixMapping,neither, End the scope of a prefix-URI mapping.,neither
DHPrivateKeySpec_getX,source, Returns the private value x.,neither
InsetDrawable_inflate,neither, Inflate this Drawable from an XML resource optionally styled by a theme.,neither
Effect_setUpdateListener,neither, Set an effect listener.,neither
SpanWatcher_onSpanChanged,neither, This method is called to notify you that the specified object  has been relocated from the range ostart…oend  to the new range nstart…nend of the text.,neither
SparseBooleanArray_put,neither," Adds a mapping from the specified key to the specified value,  replacing the previous mapping from the specified key if there  was one.",neither
RandomAccessFile_seek,neither," Sets the file-pointer offset, measured from the beginning of this  file, at which the next read or write occurs.",neither
WebChromeClient_onJsPrompt,neither, Notify the host application that the web page wants to display a  JavaScript prompt dialog.,neither
Animator_pause,neither, Pauses a running animation.,neither
MockDialogInterface_cancel,neither," Cancels the dialog, invoking the OnCancelListener.",neither
ResultSet_updateLong,sink, Updates the designated column with a long value.,neither
KeyStoreSpi_engineGetCertificate,source, Returns the certificate associated with the given alias.,neither
ParserAdapter_setDocumentLocator,neither, Adapter implementation method; do not call.,neither
X500Principal_toString,source, Return a user-friendly string representation of this  X500Principal.,neither
X509CRLEntry_toString,source, Returns a string representation of this CRL entry.,neither
TableLayout_setOnHierarchyChangeListener,neither, Register a callback to be invoked when a child is added to or removed  from this view.,neither
SimpleDateFormat_toLocalizedPattern,neither, Return a localized pattern string describing this date format.,neither
FloatBuffer_wrap,neither, Wraps a float array into a buffer.,neither
Statement_getQueryTimeout,source, Retrieves the number of seconds the driver will  wait for a Statement object to execute.,neither
MediaCodecInfo_getSupportedTypes,source, Query the media types supported by the codec.,neither
EncodedKeySpec_getFormat,source, Returns the name of the encoding format associated with this  key specification.,neither
ObjectAnimator_start,neither, Starts this animation.,neither
ScheduledThreadPoolExecutor_execute,sink, Executes command with zero required delay.,neither
Object_notify,neither, Wakes up a single thread that is waiting on this object's  monitor.,neither
SlidingDrawer_onTouchEvent,neither, Implement this method to handle touch screen motion events.,neither
AudioGroup_setMode,sink, Changes the current mode.,neither
DefaultHandler_endElement,neither, Receive notification of the end of an element.,neither
ECPrivateKey_getS,source, Returns the private value S.,neither
InputMethod_hideSoftInput,neither, Request that any soft input part of the input method be hidden from the user.,neither
AlarmManager_cancel,neither, Remove any alarms with a matching Intent.,neither
DreamService_onBind,neither, Return the communication channel to the service.,neither
Process_myPid,source," Returns the identifier of this process, which can be used with  killProcess and sendSignal.",neither
ResultSet_wasNull,neither, Reports whether  the last column read had a value of SQL NULL.,neither
EnvironmentalReverb_setReflectionsLevel,neither, Sets the volume level of the early reflections.,neither
DriverManager_getDrivers,source, Retrieves an Enumeration with all of the currently loaded JDBC drivers  to which the current caller has access.,neither
NumberFormat_hashCode,neither, Returns a hash code value for the object.,neither
DatabaseMetaData_getProcedures,source, Retrieves a description of the stored procedures available in the given  catalog.,neither
SQLiteTransactionListener_onBegin,neither, Called immediately after the transaction begins.,neither
KeyStoreSpi_engineSetCertificateEntry,neither, Assigns the given certificate to the given alias.,neither
KeyStore_entryInstanceOf,neither, Determines if the keystore Entry for the specified  alias is an instance or subclass of the specified  entryClass.,neither
AtomicIntegerArray_compareAndSet,neither," Atomically sets the element at index i to newValue if the element's current value == expectedValue,  with memory effects as specified by VarHandle#compareAndSet.",neither
SSLEngine_getSupportedCipherSuites,source, Returns the names of the cipher suites which could be enabled for use  on this engine.,neither
InputConnectionWrapper_reportFullscreenMode,neither, Called back when the connected IME switches between fullscreen and normal modes.,neither
DatabaseMetaData_supportsGroupByBeyondSelect,neither, Retrieves whether this database supports using columns not included in  the SELECT statement in a GROUP BY clause  provided that all of the columns in the SELECT statement  are included in the GROUP BY clause.,neither
LSInput_setCharacterStream,neither, An attribute of a language and binding dependent type that represents  a stream of 16-bit units.,neither
SQLiteCursor_requery,neither," Performs the query that created the cursor again, refreshing its  contents.",neither
LockSupport_unpark,neither," Makes available the permit for the given thread, if it  was not already available.",neither
SecureCacheResponse_getLocalPrincipal,source, Returns the principal that was sent to the server during  handshaking in the original connection that retrieved the  network resource.,neither
JetPlayer_triggerClip,neither, Schedules the playback of a clip.,neither
DatabaseMetaData_getMaxColumnsInSelect,neither, Retrieves the maximum number of columns this database allows in a  SELECT list.,neither
SharedPreferences_getString,source, Retrieve a String value from the preferences.,neither
BoringLayout_replaceOrMake,neither," Returns a BoringLayout for the specified text, potentially reusing  this one if it is already suitable.",neither
Animation_scaleCurrentDuration,neither, How much to scale the duration by.,neither
ViewParent_requestChildRectangleOnScreen,neither, Called when a child of this group wants a particular rectangle to be  positioned onto the screen.,neither
AppWidgetHost_stopListening,neither, Stop receiving onAppWidgetChanged calls for your AppWidgets.,neither
NetworkInfo_describeContents,source, Describe the kinds of special objects contained in this Parcelable  instance's marshaled representation.,neither
Node_getTextContent,source, This attribute returns the text content of this node and its  descendants.,neither
Method_invoke,neither," Invokes the underlying method represented by this Method  object, on the specified object with the specified parameters.",neither
SensorManager_unregisterListener,neither, Unregisters a listener for all sensors.,neither
EditTextPreference_shouldDisableDependents,source, Checks whether this preference's dependents should currently be  disabled.,neither
LongBuffer_compareTo,neither, Compares this buffer to another.,neither
Document_getDomConfig,source, The configuration used when Document.normalizeDocument  is invoked.,neither
HeterogeneousExpandableList_getGroupType,neither, Get the type of group View that will be created by  ExpandableListAdapter.getGroupView  .,neither
DatabaseMetaData_getDatabaseProductName,source, Retrieves the name of this database product.,neither
ViewParent_focusSearch,neither, Find the nearest view in the specified direction that wants to take focus,neither
AbstractSelectionKey_cancel,neither, Cancels this key.,neither
ResourceCursorTreeAdapter_newGroupView,neither, Makes a new group view to hold the group data pointed to by cursor.,neither
DefaultHandler2_startDTD,neither," Report the start of DTD declarations, if any.",neither
NotificationListenerService_onNotificationPosted,neither, Implement this method to learn about new notifications as they are posted by apps.,neither
TestResult_failureCount,neither, Gets the number of detected failures.,neither
SQLiteDatabase_openDatabase,neither, Open the database according to the flags OPEN_READWRITE OPEN_READONLY CREATE_IF_NECESSARY and/or NO_LOCALIZED_COLLATORS.,neither
ServerSocket_accept,neither, Listens for a connection to be made to this socket and accepts  it.,neither
AbstractCursor_onMove,neither," This function is called every time the cursor is successfully scrolled  to a new position, giving the subclass a chance to update any state it  may have.",neither
Thread_setDaemon,neither, Marks this thread as either a daemon thread  or a user thread.,neither
HttpResponseCache_get,source," Retrieve the cached response based on the requesting uri,  request method and request headers.",neither
HandlerBase_ignorableWhitespace,neither, Receive notification of ignorable whitespace in element content.,neither
ExecutorService_invokeAll,sink," Executes the given tasks, returning a list of Futures holding  their status and results when all complete.",neither
Fade_captureStartValues,neither, Captures the values in the start scene for the properties that this  transition monitors.,neither
ColorMatrix_setRGB2YUV,neither, Set the matrix to convert RGB to YUV,neither
TimingLogger_addSplit,neither," Add a split for the current time, labeled with splitLabel.",neither
FileBackupHelper_performBackup,neither," Based on oldState, determine which of the files from the  application's data directory need to be backed up, write them to the data  stream, and fill in newState with the state as it exists  now.",neither
CertificateFactory_getInstance,neither, Returns a certificate factory object that implements the  specified certificate type.,neither
DrmInfoRequest_keyIterator,neither, Retrieves an iterator object that you can use to iterate over the keys associated with  this DrmInfoRequest object.,neither
WifiP2pManager_clearLocalServices,neither, Clear all registered local services of service discovery.,neither
Statement_getUpdateCount,neither," Retrieves the current result as an update count;  if the result is a ResultSet object or there are no more results, -1  is returned.",neither
SSLServerSocket_getEnabledCipherSuites,source, Returns the list of cipher suites which are currently enabled  for use by newly accepted connections.,neither
ZoomButtonsController_setAutoDismissed,neither, Sets whether the zoom controls will be automatically dismissed after  showing.,neither
SipSession_endCall,neither," Ends an established call, terminates an outgoing call or rejects an  incoming call.",neither
DreamService_setFullscreen,sink, Controls WindowManager.LayoutParams.FLAG_FULLSCREEN  on the dream's window.,neither
AudioTrack_setPlaybackPositionUpdateListener,sink, Sets the listener the AudioTrack notifies when a previously set marker is reached or  for each periodic playback head position update.,neither
DESKeySpec_isParityAdjusted,source," Checks if the given DES key material, starting at offset  inclusive, is parity-adjusted.",neither
AnimationUtils_currentAnimationTimeMillis,source, Returns the current animation time in milliseconds.,neither
KeyAgreement_doPhase,neither, Executes the next phase of this key agreement with the given  key that was received from one of the other parties involved in this key  agreement.,neither
XmlPullParserFactory_newPullParser,neither, Creates a new instance of a XML Pull Parser  using the currently configured factory features.,neither
TransitionDrawable_setCrossFadeEnabled,neither, Enables or disables the cross fade of the drawables.,neither
SQLInput_readDouble,source, Reads the next attribute in the stream and returns it as a double  in the Java programming language.,neither
ResultSet_getType,neither, Retrieves the type of this ResultSet object.,neither
RowSet_setEscapeProcessing,sink, Sets escape processing for this RowSet object on or  off.,neither
AudioTrack_getTimestamp,source, Poll for a timestamp on demand.,neither
SSLEngine_getUseClientMode,source, Returns true if the engine is set to use client mode when  handshaking.,neither
Matrix3f_scale,neither, Modifies the upper 2x2 of the current matrix by  post-multiplying it with a scale matrix of given dimensions,neither
ByteArrayInputStream_markSupported,neither, Tests if this InputStream supports mark/reset.,neither
MediaFormat_setString,sink, Sets the value of a string key.,neither
SAXException_toString,source, Override toString to pick up any embedded exception.,neither
X509TrustManager_getAcceptedIssuers,source, Return an array of certificate authority certificates  which are trusted for authenticating peers.,neither
Scanner_toString,neither, Returns the string representation of this Scanner.,neither
DocumentsProvider_openTypedAssetFile,source, Implementation is provided by the parent class.,neither
CharsetEncoder_onMalformedInput,neither, Changes this encoder's action for malformed-input errors.,neither
ByteBuffer_putInt,sink, Absolute put method for writing an int  value .,neither
WifiP2pServiceInfo_hashCode,source, Returns a hash code value for the object.,neither
HeterogeneousExpandableList_getChildTypeCount,source, Returns the number of types of child Views that will be created by  ExpandableListAdapter.getChildView  .,neither
GeolocationPermissions_getAllowed,source, Gets the Geolocation permission state for the specified origin.,neither
TransformationMethod_onFocusChanged,neither, This method is called when the TextView that uses this  TransformationMethod gains or loses focus.,neither
ScriptIntrinsicBlur_getKernelID,source, Get a KernelID for this intrinsic kernel.,neither
XMLFilterImpl_endDocument,neither, Filter an end document event.,neither
StrictMode_enableDefaults,neither," Enable the recommended StrictMode defaults, with violations just being logged.",neither
LSInput_setSystemId,source," The system identifier, a URI reference [IETF RFC 2396], for this  input source.",neither
PreparedStatement_getParameterMetaData,source," Retrieves the number, types and properties of this  PreparedStatement object's parameters.",neither
LayoutTransition_setStagger,neither, Sets the length of time to delay between starting each animation during one of the  change animations.,neither
SAXSource_getInputSource,source, Get the SAX InputSource to be used for the Source.,neither
SQLInput_readBoolean,source, Reads the next attribute in the stream and returns it as a boolean  in the Java programming language.,neither
SAXParser_isValidating,neither, Indicates whether or not this parser is configured to  validate XML documents.,neither
JsonWriter_nullValue,neither, Encodes null.,neither
MockCursor_copyStringToBuffer,source, Retrieves the requested column text and stores it in the buffer provided.,neither
ParameterMetaData_getPrecision,source, Retrieves the designated parameter's specified column size.,neither
Node_cloneNode,neither," Returns a duplicate of this node, i.e., serves as a generic copy  constructor for nodes.",neither
DecimalFormat_isParseIntegerOnly,neither, Returns true if this format will parse numbers as integers only.,neither
RowSet_removeRowSetListener,neither, Removes the specified listener from the list of components that will be  notified when an event occurs on this RowSet object.,neither
HttpsURLConnection_setDefaultSSLSocketFactory,neither, Sets the default SSLSocketFactory inherited by new  instances of this class.,neither
ResourceCursorTreeAdapter_newGroupView,neither, Makes a new group view to hold the group data pointed to by cursor.,neither
RingtonePreference_setShowDefault,sink, Sets whether to show an item for the default sound/ringtone.,neither
PipedReader_ready,neither, Tell whether this stream is ready to be read.,neither
Debug_getNativeHeapAllocatedSize,source, Returns the amount of allocated memory in the native heap.,neither
Inet4Address_isMulticastAddress,source, Utility routine to check if the InetAddress is an  IP multicast address.,neither
Matrix_scaleM,neither," Scales matrix m in place by sx, sy, and sz.",neither
SQLiteStatement_simpleQueryForLong,neither, Execute a statement that returns a 1 by 1 table with a numeric value.,neither
ExifInterface_hasThumbnail,source, Returns true if the image file has a thumbnail.,neither
Member_getModifiers,source," Returns the Java language modifiers for the member or  constructor represented by this Member, as an integer.",neither
DecimalFormat_parse,neither," Returns a Long if possible ; otherwise, returns another type,  such as a BigDecimal, BigInteger, or Double.",neither
Timer_scheduleAtFixedRate,neither," Schedules the specified task for repeated fixed-rate execution,  beginning after the specified delay.",neither
ByteBuffer_putLong,sink, Relative put method for writing a long  value .,neither
MockContext_createPackageContext,neither, Return a new Context object for the given application name.,neither
Keyframe_setValue,sink, Sets the value for this Keyframe.,neither
FragmentManager_isDestroyed,neither," Returns true if the final Activity.onDestroy  call has been made on the FragmentManager's Activity, so this instance is now dead.",neither
Deflater_end,neither, Closes the compressor and discards any unprocessed input.,neither
BitmapRegionDecoder_isRecycled,neither, Returns true if this region decoder has been recycled.,neither
Display_toString,source, Returns a string representation of the object.,neither
DateFormat_setNumberFormat,neither, Sets the number formatter.,neither
RecognitionListener_onBufferReceived,neither, More sound has been received.,neither
Debug_getBinderDeathObjectCount,source, Returns the number of death notification links to Binder objects that  exist in the current process.,neither
ViewParent_requestChildRectangleOnScreen,neither, Called when a child of this group wants a particular rectangle to be  positioned onto the screen.,neither
SipAudioCall_isMuted,neither, Checks if the call is muted.,neither
ExecutorService_isTerminated,neither, Returns true if all tasks have completed following shut down.,neither
ZoomButton_onLongClick,neither, Called when a view has been clicked and held.,neither
EdgeEffect_setSize,sink, Set the size of this edge effect in pixels.,neither
LoginFilter_onStart,neither, Called when we start processing filter.,neither
MtpDevice_deleteObject,neither, Deletes an object on the device.,neither
ContextThemeWrapper_applyOverrideConfiguration,sink," Call to set an ""override configuration"" on this context -- this is  a configuration that replies one or more values of the standard  configuration that is applied to the context.",neither
AccessibilityManager_removeTouchExplorationStateChangeListener,neither, Unregisters a TouchExplorationStateChangeListener.,neither
ObjectAnimator_setProperty,sink, Sets the property that will be animated.,neither
XPathException_getCause,source, Returns the cause of this throwable or null if the  cause is nonexistent or unknown.,neither
ConsumerIrManager_getCarrierFrequencies,source, Query the infrared transmitter's supported carrier frequencies,neither
Gallery_setGravity,sink, Describes how the child views are aligned.,neither
Number_intValue,neither, Returns the value of the specified number as an int.,neither
ZoomButton_onLongClick,neither, Called when a view has been clicked and held.,neither
RC5ParameterSpec_equals,neither, Tests for equality between the specified object and this  object.,neither
AppOpsManager_noteOp,neither, Make note of an application performing an operation and check if the application is allowed  to perform it.,neither
Transformer_reset,neither, Reset this Transformer to its original configuration.,neither
Rfc822Token_quoteNameIfNecessary,neither," Returns the name, conservatively quoting it if there are any  characters that are likely to cause trouble outside of a  quoted string, or returning it literally if it seems safe.",neither
DatabaseMetaData_getProcedures,source, Retrieves a description of the stored procedures available in the given  catalog.,neither
Calendar_roll,neither, Rolls  a single unit of time on the given field.,neither
AlphaAnimation_willChangeBounds,neither, Indicates whether or not this animation will affect the bounds of the  animated view.,neither
Scene_setEnterAction,neither," Scenes that are not defined with layout resources or  hierarchies, or which need to perform additional steps  after those hierarchies are changed to, should set an enter  action, and possibly an exit action as well.",neither
NamespaceContext_getPrefix,source, Get prefix bound to Namespace URI in the current scope.,neither
MediaPlayer_setLooping,neither, Sets the player to be looping or non-looping.,neither
AttributeListImpl_addAttribute,neither, Add an attribute to an attribute list.,neither
Visualizer_getFft,source, Returns a frequency capture of currently playing audio content.,neither
RowSet_setRowId,source, Sets the designated parameter to the given java.sql.RowId object.,neither
SipRegistrationListener_onRegistrationFailed,neither, Called when the registration failed.,neither
RowId_toString,source, Returns a String representing the value of the SQL ROWID designated by this  java.sql.RowId object.,neither
MockCursor_getPosition,neither, Returns the current position of the cursor in the row set.,neither
BluetoothGattServerCallback_onConnectionStateChange,neither, Callback indicating when a remote device has been connected or disconnected.,neither
AbstractQueuedSynchronizer_acquireSharedInterruptibly,neither," Acquires in shared mode, aborting if interrupted.",neither
HandlerBase_warning,neither, Receive notification of a parser warning.,neither
BufferedReader_close,neither, Closes the stream and releases any system resources associated with  it.,neither
SparseIntArray_keyAt,neither," Given an index in the range 0...size-1, returns  the key from the indexth key-value mapping that this  SparseIntArray stores.",neither
RowSetWriter_writeData,sink, Writes the changes in this RowSetWriter object's  rowset back to the data source from which it got its data.,neither
InputConnectionWrapper_finishComposingText,neither, Have the text editor finish whatever composing text is  currently active.,neither
TestTarget_methodName,neither, Specifies the name of the method that is being tested.,neither
DataInputStream_skipBytes,neither, See the general contract of the skipBytes  method of DataInput.,neither
ScriptIntrinsicConvolve5x5_setInput,neither, Set the input of the 5x5 convolve.,neither
ImageReader_newInstance,neither," Create a new reader for images of the desired size, format and consumer usage flag.",neither
KeyFactory_translateKey,neither," Translates a key object, whose provider may be unknown or potentially  untrusted, into a corresponding key object of this key factory.",neither
PreparedStatement_setClob,neither, Sets the designated parameter to the given java.sql.Clob object.,neither
Timestamp_hashCode,source, Returns the hash code value for this timestamp.,neither
CallableStatement_getFloat,source, Retrieves the value of a JDBC FLOAT parameter as a float  in the Java programming language.,neither
SQLiteCursor_requery,neither," Performs the query that created the cursor again, refreshing its  contents.",neither
DecimalFormatSymbols_setDigit,neither, Sets the character used for a digit in a pattern.,neither
TransitionInflater_inflateTransition,neither, Loads a Transition object from a resource,neither
KeyStoreSpi_engineGetCertificateChain,source, Returns the certificate chain associated with the given alias.,neither
RuleBasedCollator_compare,neither," Compares the source text String to the target text String according to the collation rules, strength and  decomposition mode for this RuleBasedCollator.",neither
MediaMuxer_writeSampleData,sink, Writes an encoded sample into the muxer.,neither
LongBuffer_compareTo,neither, Compares this buffer to another.,neither
PBEParameterSpec_getSalt,source, Returns the salt.,neither
SQLInput_readLong,source, Reads the next attribute in the stream and returns it as a long  in the Java programming language.,neither
LSInput_getEncoding,source," The character encoding, if known.",neither
TableLayout_isColumnStretchable,source, Returns whether the specified column is stretchable or not.,neither
HttpParams_copy,neither, Creates a copy of these parameters.,neither
Keyframe_getValue,source, Gets the value for this Keyframe.,neither
SSLServerSocket_getSupportedProtocols,source, Returns the names of the protocols which could be enabled for use.,neither
ScriptIntrinsicBlend_getKernelIDSrcAtop,source, Get a KernelID for the SrcAtop kernel.,neither
Cursor_getLong,source, Returns the value of the requested column as a long.,neither
SQLiteStatement_simpleQueryForBlobFileDescriptor,source, Executes a statement that returns a 1 by 1 table with a blob value.,neither
NfcBarcode_connect,neither, Enable I/O operations to the tag from this TagTechnology object.,neither
TableLayout_setOnHierarchyChangeListener,neither, Register a callback to be invoked when a child is added to or removed  from this view.,neither
DatabaseMetaData_supportsANSI92FullSQL,source, Retrieves whether this database supports the ANSI92 full SQL grammar supported.,neither
