class,class_description,method_name,args,return,description,has_description,args_string,aosp-gps,library,key
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,isStreetNamesEnabled,[''],boolean,Returns whether or not the street names appear on the panorama,1,,gps,maps,StreetViewPanorama_isStreetNamesEnabled
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,isUserNavigationEnabled,[''],boolean,Returns whether or not the navigation is enabled for the user.,1,,gps,maps,StreetViewPanorama_isUserNavigationEnabled
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,isZoomGesturesEnabled,[''],boolean,Returns whether or not the zoom gestures are enabled for the user,1,,gps,maps,StreetViewPanorama_isZoomGesturesEnabled
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,orientationToPoint,['StreetViewPanoramaOrientation'],Point,Returns a screen location that corresponds to an orientation (StreetViewPanoramaOrientation,1,StreetViewPanoramaOrientation,gps,maps,StreetViewPanorama_orientationToPoint
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,pointToOrientation,['Point'],StreetViewPanoramaOrientation,Returns the orientation that corresponds to a screen location.,1,Point,gps,maps,StreetViewPanorama_pointToOrientation
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setOnStreetViewPanoramaCameraChangeListener,['StreetViewPanorama.OnStreetViewPanoramaCameraChangeListener'],final void,Sets a callback that's invoked when the camera changes,1,StreetViewPanorama.OnStreetViewPanoramaCameraChangeListener,gps,maps,StreetViewPanorama_setOnStreetViewPanoramaCameraChangeListener
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setOnStreetViewPanoramaChangeListener,['StreetViewPanorama.OnStreetViewPanoramaChangeListener'],final void,Sets a callback that's invoked when the panorama changes,1,StreetViewPanorama.OnStreetViewPanoramaChangeListener,gps,maps,StreetViewPanorama_setOnStreetViewPanoramaChangeListener
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setOnStreetViewPanoramaClickListener,['StreetViewPanorama.OnStreetViewPanoramaClickListener'],final void,Sets a callback that's invoked when the panorama is tapped.,1,StreetViewPanorama.OnStreetViewPanoramaClickListener,gps,maps,StreetViewPanorama_setOnStreetViewPanoramaClickListener
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setOnStreetViewPanoramaLongClickListener,['StreetViewPanorama.OnStreetViewPanoramaLongClickListener'],final void,Sets a callback that's invoked when the panorama is long-pressed.,1,StreetViewPanorama.OnStreetViewPanoramaLongClickListener,gps,maps,StreetViewPanorama_setOnStreetViewPanoramaLongClickListener
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setPanningGesturesEnabled,['boolean'],void,Sets whether the user is able to use panning gestures,1,boolean,gps,maps,StreetViewPanorama_setPanningGesturesEnabled
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setPosition,"['LatLng', 'StreetViewSource']",void,Sets the StreetViewPanorama to a given location,1,LatLng_StreetViewSource,gps,maps,StreetViewPanorama_setPosition
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setPosition,['LatLng'],void,Sets the StreetViewPanorama to a given location,1,LatLng,gps,maps,StreetViewPanorama_setPosition
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setPosition,"['LatLng', 'int']",void,Sets the StreetViewPanorama to a given location,1,LatLng_int,gps,maps,StreetViewPanorama_setPosition
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setPosition,"['LatLng', 'int', 'StreetViewSource']",void,Sets the StreetViewPanorama to a given location,1,LatLng_int_StreetViewSource,gps,maps,StreetViewPanorama_setPosition
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setPosition,['String'],void,Sets the StreetViewPanorama to a given location,1,String,gps,maps,StreetViewPanorama_setPosition
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setStreetNamesEnabled,['boolean'],void,Sets whether the user is able to see street names on panoramas,1,boolean,gps,maps,StreetViewPanorama_setStreetNamesEnabled
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setUserNavigationEnabled,['boolean'],void,Sets whether the user is able to move to another panorama,1,boolean,gps,maps,StreetViewPanorama_setUserNavigationEnabled
StreetViewPanorama,This is the main class of the Street View feature in the Google Maps SDK for Android and is the entry point for all methods related to Street View panoramas.,setZoomGesturesEnabled,['boolean'],void,Sets whether the user is able to use zoom gestures,1,boolean,gps,maps,StreetViewPanorama_setZoomGesturesEnabled
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,getStreetViewPanoramaAsync,['OnStreetViewPanoramaReadyCallback'],void,Sets a callback object which will be triggered when the StreetViewPanorama instance is ready to be used.,1,OnStreetViewPanoramaReadyCallback,gps,maps,StreetViewPanoramaFragment_getStreetViewPanoramaAsync
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,newInstance,[''],staticStreetViewPanoramaFragment,"Creates a streetview panorama fragment, using default options.",1,,gps,maps,StreetViewPanoramaFragment_newInstance
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,newInstance,['StreetViewPanoramaOptions'],staticStreetViewPanoramaFragment,Creates a streetview panorama fragment with the given options.,1,StreetViewPanoramaOptions,gps,maps,StreetViewPanoramaFragment_newInstance
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onActivityCreated,['Bundle'],void,,0,Bundle,gps,maps,StreetViewPanoramaFragment_onActivityCreated
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onAttach,['Activity'],void,,0,Activity,gps,maps,StreetViewPanoramaFragment_onAttach
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onCreate,['Bundle'],void,,0,Bundle,gps,maps,StreetViewPanoramaFragment_onCreate
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onCreateView,"['LayoutInflater', 'ViewGroup', 'Bundle']",View,,0,LayoutInflater_ViewGroup_Bundle,gps,maps,StreetViewPanoramaFragment_onCreateView
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onDestroy,[''],void,,0,,gps,maps,StreetViewPanoramaFragment_onDestroy
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onDestroyView,[''],void,,0,,gps,maps,StreetViewPanoramaFragment_onDestroyView
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onInflate,"['Activity', 'AttributeSet', 'Bundle']",void,Parse attributes during inflation from a view hierarchy into the arguments we handle.,1,Activity_AttributeSet_Bundle,gps,maps,StreetViewPanoramaFragment_onInflate
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onLowMemory,[''],void,,0,,gps,maps,StreetViewPanoramaFragment_onLowMemory
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onPause,[''],void,,0,,gps,maps,StreetViewPanoramaFragment_onPause
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onResume,[''],void,,0,,gps,maps,StreetViewPanoramaFragment_onResume
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onSaveInstanceState,['Bundle'],void,,0,Bundle,gps,maps,StreetViewPanoramaFragment_onSaveInstanceState
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onStart,[''],void,,0,,gps,maps,StreetViewPanoramaFragment_onStart
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onStop,[''],void,,0,,gps,maps,StreetViewPanoramaFragment_onStop
StreetViewPanoramaFragment,A StreetViewPanorama component in an app.,setArguments,['Bundle'],void,,0,Bundle,gps,maps,StreetViewPanoramaFragment_setArguments
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getPanningGesturesEnabled,[''],Boolean,,0,,gps,maps,StreetViewPanoramaOptions_getPanningGesturesEnabled
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getPanoramaId,[''],String,,0,,gps,maps,StreetViewPanoramaOptions_getPanoramaId
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getPosition,[''],LatLng,,0,,gps,maps,StreetViewPanoramaOptions_getPosition
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getRadius,[''],Integer,,0,,gps,maps,StreetViewPanoramaOptions_getRadius
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getSource,[''],StreetViewSource,,0,,gps,maps,StreetViewPanoramaOptions_getSource
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getStreetNamesEnabled,[''],Boolean,,0,,gps,maps,StreetViewPanoramaOptions_getStreetNamesEnabled
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getStreetViewPanoramaCamera,[''],StreetViewPanoramaCamera,,0,,gps,maps,StreetViewPanoramaOptions_getStreetViewPanoramaCamera
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getUseViewLifecycleInFragment,[''],Boolean,,0,,gps,maps,StreetViewPanoramaOptions_getUseViewLifecycleInFragment
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getUserNavigationEnabled,[''],Boolean,,0,,gps,maps,StreetViewPanoramaOptions_getUserNavigationEnabled
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,getZoomGesturesEnabled,[''],Boolean,,0,,gps,maps,StreetViewPanoramaOptions_getZoomGesturesEnabled
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,panningGesturesEnabled,['boolean'],StreetViewPanoramaOptions,Toggles the ability for users to use pan around on panoramas using gestures.,1,boolean,gps,maps,StreetViewPanoramaOptions_panningGesturesEnabled
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,panoramaCamera,['StreetViewPanoramaCamera'],StreetViewPanoramaOptions,Specifies the initial camera for the Street View panorama.,1,StreetViewPanoramaCamera,gps,maps,StreetViewPanoramaOptions_panoramaCamera
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,panoramaId,['String'],StreetViewPanoramaOptions,Specifies the initial position for the Street View panorama based on a panorama id.,1,String,gps,maps,StreetViewPanoramaOptions_panoramaId
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,position,['LatLng'],StreetViewPanoramaOptions,Specifies the initial position for the Street View panorama based upon location.,1,LatLng,gps,maps,StreetViewPanoramaOptions_position
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,position,"['LatLng', 'Integer', 'StreetViewSource']",StreetViewPanoramaOptions,"Specifies the initial position for the Street View panorama based upon location, radius and source.",1,LatLng_Integer_StreetViewSource,gps,maps,StreetViewPanoramaOptions_position
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,position,"['LatLng', 'Integer']",StreetViewPanoramaOptions,Specifies the initial position for the Street View panorama based upon location and radius.,1,LatLng_Integer,gps,maps,StreetViewPanoramaOptions_position
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,position,"['LatLng', 'StreetViewSource']",StreetViewPanoramaOptions,Specifies the initial position for the Street View panorama based upon location and source.,1,LatLng_StreetViewSource,gps,maps,StreetViewPanoramaOptions_position
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,streetNamesEnabled,['boolean'],StreetViewPanoramaOptions,Toggles the ability for users to see street names on panoramas.,1,boolean,gps,maps,StreetViewPanoramaOptions_streetNamesEnabled
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,toString,[''],String,,0,,gps,maps,StreetViewPanoramaOptions_toString
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,useViewLifecycleInFragment,['boolean'],StreetViewPanoramaOptions,"When using a StreetViewPanoramaFragment, this flag specifies whether the lifecycle of the Street View panorama should be tied to the fragment's view or the fragment itself.",1,boolean,gps,maps,StreetViewPanoramaOptions_useViewLifecycleInFragment
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,userNavigationEnabled,['boolean'],StreetViewPanoramaOptions,Toggles the ability for users to move between panoramas.,1,boolean,gps,maps,StreetViewPanoramaOptions_userNavigationEnabled
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,writeToParcel,"['Parcel', 'int']",void,,0,Parcel_int,gps,maps,StreetViewPanoramaOptions_writeToParcel
StreetViewPanoramaOptions,Defines configuration PanoramaOptions for a StreetViewPanorama.,zoomGesturesEnabled,['boolean'],StreetViewPanoramaOptions,Toggles the ability for users to zoom on panoramas using gestures.,1,boolean,gps,maps,StreetViewPanoramaOptions_zoomGesturesEnabled
StreetViewPanoramaView,A View which displays a Street View panorama (with data obtained from the Google Maps service).,getStreetViewPanoramaAsync,['OnStreetViewPanoramaReadyCallback'],void,Sets a callback object which will be triggered when the StreetViewPanorama instance is ready to be used.,1,OnStreetViewPanoramaReadyCallback,gps,maps,StreetViewPanoramaView_getStreetViewPanoramaAsync
StreetViewPanoramaView,A View which displays a Street View panorama (with data obtained from the Google Maps service).,onCreate,['Bundle'],final void,You must call this method from the parent Activity/Fragment's corresponding method.,1,Bundle,gps,maps,StreetViewPanoramaView_onCreate
StreetViewPanoramaView,A View which displays a Street View panorama (with data obtained from the Google Maps service).,onDestroy,[''],void,You must call this method from the parent Activity/Fragment's corresponding method.,1,,gps,maps,StreetViewPanoramaView_onDestroy
StreetViewPanoramaView,A View which displays a Street View panorama (with data obtained from the Google Maps service).,onLowMemory,[''],final void,You must call this method from the parent Activity/Fragment's corresponding method.,1,,gps,maps,StreetViewPanoramaView_onLowMemory
StreetViewPanoramaView,A View which displays a Street View panorama (with data obtained from the Google Maps service).,onPause,[''],final void,You must call this method from the parent Activity/Fragment's corresponding method.,1,,gps,maps,StreetViewPanoramaView_onPause
StreetViewPanoramaView,A View which displays a Street View panorama (with data obtained from the Google Maps service).,onResume,[''],void,You must call this method from the parent Activity/Fragment's corresponding method.,1,,gps,maps,StreetViewPanoramaView_onResume
StreetViewPanoramaView,A View which displays a Street View panorama (with data obtained from the Google Maps service).,onSaveInstanceState,['Bundle'],final void,You must call this method from the parent Activity/Fragment's corresponding method.,1,Bundle,gps,maps,StreetViewPanoramaView_onSaveInstanceState
StreetViewPanoramaView,A View which displays a Street View panorama (with data obtained from the Google Maps service).,onStart,[''],void,You must call this method from the parent Activity/Fragment's corresponding method.,1,,gps,maps,StreetViewPanoramaView_onStart
StreetViewPanoramaView,A View which displays a Street View panorama (with data obtained from the Google Maps service).,onStop,[''],void,You must call this method from the parent Activity/Fragment's corresponding method.,1,,gps,maps,StreetViewPanoramaView_onStop
SupportMapFragment,A Map component in an app.,getMapAsync,['OnMapReadyCallback'],void,Sets a callback object which will be triggered when the GoogleMap instance is ready to be used.,1,OnMapReadyCallback,gps,maps,SupportMapFragment_getMapAsync
SupportMapFragment,A Map component in an app.,newInstance,['GoogleMapOptions'],staticSupportMapFragment,Creates a map fragment with the given options.,1,GoogleMapOptions,gps,maps,SupportMapFragment_newInstance
SupportMapFragment,A Map component in an app.,newInstance,[''],staticSupportMapFragment,"Creates a map fragment, using default options.",1,,gps,maps,SupportMapFragment_newInstance
SupportMapFragment,A Map component in an app.,onActivityCreated,['Bundle'],void,,0,Bundle,gps,maps,SupportMapFragment_onActivityCreated
SupportMapFragment,A Map component in an app.,onAttach,['Activity'],void,,0,Activity,gps,maps,SupportMapFragment_onAttach
SupportMapFragment,A Map component in an app.,onCreate,['Bundle'],void,,0,Bundle,gps,maps,SupportMapFragment_onCreate
SupportMapFragment,A Map component in an app.,onCreateView,"['LayoutInflater', 'ViewGroup', 'Bundle']",View,,0,LayoutInflater_ViewGroup_Bundle,gps,maps,SupportMapFragment_onCreateView
SupportMapFragment,A Map component in an app.,onDestroy,[''],void,,0,,gps,maps,SupportMapFragment_onDestroy
SupportMapFragment,A Map component in an app.,onDestroyView,[''],void,,0,,gps,maps,SupportMapFragment_onDestroyView
SupportMapFragment,A Map component in an app.,onEnterAmbient,['Bundle'],final void,You must call this method from the parent WearableActivity's corresponding method.,1,Bundle,gps,maps,SupportMapFragment_onEnterAmbient
SupportMapFragment,A Map component in an app.,onExitAmbient,[''],final void,You must call this method from the parent WearableActivity's corresponding method.,1,,gps,maps,SupportMapFragment_onExitAmbient
SupportMapFragment,A Map component in an app.,onInflate,"['Activity', 'AttributeSet', 'Bundle']",void,Parse attributes during inflation from a view hierarchy into the arguments we handle.,1,Activity_AttributeSet_Bundle,gps,maps,SupportMapFragment_onInflate
SupportMapFragment,A Map component in an app.,onLowMemory,[''],void,,0,,gps,maps,SupportMapFragment_onLowMemory
SupportMapFragment,A Map component in an app.,onPause,[''],void,,0,,gps,maps,SupportMapFragment_onPause
SupportMapFragment,A Map component in an app.,onResume,[''],void,,0,,gps,maps,SupportMapFragment_onResume
SupportMapFragment,A Map component in an app.,onSaveInstanceState,['Bundle'],void,Provides a Bundle to store the state of the Fragment before it gets destroyed.,1,Bundle,gps,maps,SupportMapFragment_onSaveInstanceState
SupportMapFragment,A Map component in an app.,onStart,[''],void,,0,,gps,maps,SupportMapFragment_onStart
SupportMapFragment,A Map component in an app.,onStop,[''],void,,0,,gps,maps,SupportMapFragment_onStop
SupportMapFragment,A Map component in an app.,setArguments,['Bundle'],void,,0,Bundle,gps,maps,SupportMapFragment_setArguments
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,getStreetViewPanoramaAsync,['OnStreetViewPanoramaReadyCallback'],void,Sets a callback object which will be triggered when the StreetViewPanorama instance is ready to be used.,1,OnStreetViewPanoramaReadyCallback,gps,maps,SupportStreetViewPanoramaFragment_getStreetViewPanoramaAsync
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,newInstance,[''],staticSupportStreetViewPanoramaFragment,"Creates a streetview panorama fragment, using default options.",1,,gps,maps,SupportStreetViewPanoramaFragment_newInstance
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,newInstance,['StreetViewPanoramaOptions'],staticSupportStreetViewPanoramaFragment,Creates a streetview panorama fragment with the given options.,1,StreetViewPanoramaOptions,gps,maps,SupportStreetViewPanoramaFragment_newInstance
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onActivityCreated,['Bundle'],void,,0,Bundle,gps,maps,SupportStreetViewPanoramaFragment_onActivityCreated
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onAttach,['Activity'],void,,0,Activity,gps,maps,SupportStreetViewPanoramaFragment_onAttach
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onCreate,['Bundle'],void,,0,Bundle,gps,maps,SupportStreetViewPanoramaFragment_onCreate
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onCreateView,"['LayoutInflater', 'ViewGroup', 'Bundle']",View,,0,LayoutInflater_ViewGroup_Bundle,gps,maps,SupportStreetViewPanoramaFragment_onCreateView
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onDestroy,[''],void,,0,,gps,maps,SupportStreetViewPanoramaFragment_onDestroy
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onDestroyView,[''],void,,0,,gps,maps,SupportStreetViewPanoramaFragment_onDestroyView
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onInflate,"['Activity', 'AttributeSet', 'Bundle']",void,Parse attributes during inflation from a view hierarchy into the arguments we handle.,1,Activity_AttributeSet_Bundle,gps,maps,SupportStreetViewPanoramaFragment_onInflate
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onLowMemory,[''],void,,0,,gps,maps,SupportStreetViewPanoramaFragment_onLowMemory
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onPause,[''],void,,0,,gps,maps,SupportStreetViewPanoramaFragment_onPause
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onResume,[''],void,,0,,gps,maps,SupportStreetViewPanoramaFragment_onResume
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onSaveInstanceState,['Bundle'],void,,0,Bundle,gps,maps,SupportStreetViewPanoramaFragment_onSaveInstanceState
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onStart,[''],void,,0,,gps,maps,SupportStreetViewPanoramaFragment_onStart
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,onStop,[''],void,,0,,gps,maps,SupportStreetViewPanoramaFragment_onStop
SupportStreetViewPanoramaFragment,A StreetViewPanorama component in an app.,setArguments,['Bundle'],void,,0,Bundle,gps,maps,SupportStreetViewPanoramaFragment_setArguments
UiSettings,Settings for the user interface of a GoogleMap.,isCompassEnabled,[''],boolean,Gets whether the compass is enabled/disabled.,1,,gps,maps,UiSettings_isCompassEnabled
UiSettings,Settings for the user interface of a GoogleMap.,isIndoorLevelPickerEnabled,[''],boolean,Gets whether the indoor level picker is enabled/disabled.,1,,gps,maps,UiSettings_isIndoorLevelPickerEnabled
UiSettings,Settings for the user interface of a GoogleMap.,isMapToolbarEnabled,[''],boolean,Gets whether the Map Toolbar is enabled/disabled.,1,,gps,maps,UiSettings_isMapToolbarEnabled
UiSettings,Settings for the user interface of a GoogleMap.,isMyLocationButtonEnabled,[''],boolean,Gets whether the my-location button is enabled/disabled.,1,,gps,maps,UiSettings_isMyLocationButtonEnabled
UiSettings,Settings for the user interface of a GoogleMap.,isRotateGesturesEnabled,[''],boolean,Gets whether rotate gestures are enabled/disabled.,1,,gps,maps,UiSettings_isRotateGesturesEnabled
UiSettings,Settings for the user interface of a GoogleMap.,isScrollGesturesEnabled,[''],boolean,Gets whether scroll gestures are enabled/disabled.,1,,gps,maps,UiSettings_isScrollGesturesEnabled
UiSettings,Settings for the user interface of a GoogleMap.,isScrollGesturesEnabledDuringRotateOrZoom,[''],boolean,Gets whether scroll gestures are enabled/disabled during rotation and zoom gestures.,1,,gps,maps,UiSettings_isScrollGesturesEnabledDuringRotateOrZoom
UiSettings,Settings for the user interface of a GoogleMap.,isTiltGesturesEnabled,[''],boolean,Gets whether tilt gestures are enabled/disabled.,1,,gps,maps,UiSettings_isTiltGesturesEnabled
UiSettings,Settings for the user interface of a GoogleMap.,isZoomControlsEnabled,[''],boolean,Gets whether the zoom controls are enabled/disabled.,1,,gps,maps,UiSettings_isZoomControlsEnabled
UiSettings,Settings for the user interface of a GoogleMap.,isZoomGesturesEnabled,[''],boolean,Gets whether zoom gestures are enabled/disabled.,1,,gps,maps,UiSettings_isZoomGesturesEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setAllGesturesEnabled,['boolean'],void,Sets the preference for whether all gestures should be enabled or disabled.,1,boolean,gps,maps,UiSettings_setAllGesturesEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setCompassEnabled,['boolean'],void,Enables or disables the compass.,1,boolean,gps,maps,UiSettings_setCompassEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setIndoorLevelPickerEnabled,['boolean'],void,Sets whether the indoor level picker is enabled when indoor mode is enabled.,1,boolean,gps,maps,UiSettings_setIndoorLevelPickerEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setMapToolbarEnabled,['boolean'],void,Sets the preference for whether the Map Toolbar should be enabled or disabled.,1,boolean,gps,maps,UiSettings_setMapToolbarEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setMyLocationButtonEnabled,['boolean'],void,Enables or disables the my-location button.,1,boolean,gps,maps,UiSettings_setMyLocationButtonEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setRotateGesturesEnabled,['boolean'],void,Sets the preference for whether rotate gestures should be enabled or disabled.,1,boolean,gps,maps,UiSettings_setRotateGesturesEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setScrollGesturesEnabled,['boolean'],void,Sets the preference for whether scroll gestures should be enabled or disabled.,1,boolean,gps,maps,UiSettings_setScrollGesturesEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setScrollGesturesEnabledDuringRotateOrZoom,['boolean'],void,Sets the preference for whether scroll gestures can take place at the same time as a zoom or rotate gesture.,1,boolean,gps,maps,UiSettings_setScrollGesturesEnabledDuringRotateOrZoom
UiSettings,Settings for the user interface of a GoogleMap.,setTiltGesturesEnabled,['boolean'],void,Sets the preference for whether tilt gestures should be enabled or disabled.,1,boolean,gps,maps,UiSettings_setTiltGesturesEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setZoomControlsEnabled,['boolean'],void,Enables or disables the zoom controls.,1,boolean,gps,maps,UiSettings_setZoomControlsEnabled
UiSettings,Settings for the user interface of a GoogleMap.,setZoomGesturesEnabled,['boolean'],void,Sets the preference for whether zoom gestures should be enabled or disabled.,1,boolean,gps,maps,UiSettings_setZoomGesturesEnabled
GoogleMap.CancelableCallback,A callback interface for reporting when a task is complete or canceled.,onCancel,[''],abstract void,Invoked when a task is canceled.,1,,gps,maps,GoogleMap.CancelableCallback_onCancel
GoogleMap.CancelableCallback,A callback interface for reporting when a task is complete or canceled.,onFinish,[''],abstract void,Invoked when a task is complete.,1,,gps,maps,GoogleMap.CancelableCallback_onFinish
GoogleMap.InfoWindowAdapter,Provides views for customized rendering of info windows.,getInfoContents,['Marker'],abstractView,Provides custom contents for the default info window frame of a marker.,1,Marker,gps,maps,GoogleMap.InfoWindowAdapter_getInfoContents
GoogleMap.InfoWindowAdapter,Provides views for customized rendering of info windows.,getInfoWindow,['Marker'],abstractView,Provides a custom info window for a marker.,1,Marker,gps,maps,GoogleMap.InfoWindowAdapter_getInfoWindow
GoogleMap.OnCameraChangeListener,"This interface is deprecated. Replaced by GoogleMap.OnCameraMoveStartedListener, GoogleMap.OnCameraMoveListener and GoogleMap.OnCameraIdleListener. The order in which the deprecated onCameraChange method will be called in relation to the methods in the new camera change listeners is undefined.",onCameraChange,['CameraPosition'],abstract void,Called after the camera position has changed.,1,CameraPosition,gps,maps,GoogleMap.OnCameraChangeListener_onCameraChange
GoogleMap.OnCameraIdleListener,Callback interface for when camera movement has ended.,onCameraIdle,[''],abstract void,"Called when camera movement has ended, there are no pending animations and the user has stopped interacting with the map.",1,,gps,maps,GoogleMap.OnCameraIdleListener_onCameraIdle
GoogleMap.OnCameraMoveCanceledListener,Callback interface for when the camera's motion has been stopped or when the camera starts moving for a new reason.,onCameraMoveCanceled,[''],abstract void,Called when the developer explicitly calls the GoogleMap.stopAnimation(,1,,gps,maps,GoogleMap.OnCameraMoveCanceledListener_onCameraMoveCanceled
GoogleMap.OnCameraMoveListener,Callback interface for when the camera changes position.,onCameraMove,[''],abstract void,Called repeatedly as the camera continues to move after an onCameraMoveStarted call.,1,,gps,maps,GoogleMap.OnCameraMoveListener_onCameraMove
GoogleMap.OnCameraMoveStartedListener,Callback interface for when the camera motion starts.,onCameraMoveStarted,['int'],abstract void,Called when the camera starts moving after it has been idle or when the reason for camera motion has changed.,1,int,gps,maps,GoogleMap.OnCameraMoveStartedListener_onCameraMoveStarted
